# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       2.274610459026e+05       1.453433955786e-08       2.029847873968e+00       1.124881013490e+05       1.389206128420e+04       6.107419472586e-02       3.159916681508e+09       1.170978932417e+00       7.365713735601e+09       3.208126626205e+07       1.604063313102e+08       3.815924191813e-08       5.095371611937e+09       1.265357294511e+10       2.201740354178e-04       7.040433027585e-02 
       2.258798379445e+05       1.473801315427e-08       2.044002565017e+00       1.109355157895e+05       1.389204712951e+04       6.150166280560e-02       3.137947246377e+09       1.179137785489e+00       7.163027731895e+09       3.141686522691e+07       1.570843261345e+08       3.815924191813e-08       4.955159740217e+09       1.230668866347e+10       2.202822883691e-04       7.052566462302e-02 
       2.243096215059e+05       1.494453724172e-08       2.058255582677e+00       1.094043992278e+05       1.389203287649e+04       6.193212244354e-02       3.116130528505e+09       1.187353220687e+00       6.965919104092e+09       3.076622377828e+07       1.538311188914e+08       3.815924191813e-08       4.818806123633e+09       1.196932257040e+10       2.203907818330e-04       7.064794765687e-02 
       2.227503201811e+05       1.515395163763e-08       2.072607604730e+00       1.078944545104e+05       1.389201852447e+04       6.236559457055e-02       3.094465466305e+09       1.195625626727e+00       6.774234378492e+09       3.012905696007e+07       1.506452848004e+08       3.815924191813e-08       4.686204593853e+09       1.164121331411e+10       2.204995175765e-04       7.077118538430e-02 
       2.212018580954e+05       1.536629671402e-08       2.087059313562e+00       1.064053885987e+05       1.389200407276e+04       6.280210026385e-02       3.072951005567e+09       1.203955394942e+00       6.587824304543e+09       2.950508571751e+07       1.475254285875e+08       3.815924191813e-08       4.557251903988e+09       1.132210672284e+10       2.206084973794e-04       7.089538384693e-02 
       2.196641599017e+05       1.558161340517e-08       2.101611396189e+00       1.049369125117e+05       1.389198952068e+04       6.324166074809e-02       3.051586099411e+09       1.212342919305e+00       6.406543738631e+09       2.889403677492e+07       1.444701838746e+08       3.815924191813e-08       4.431847648203e+09       1.101175560748e+10       2.207177230347e-04       7.102054912127e-02 
       2.181371507764e+05       1.579994321550e-08       2.116264544280e+00       1.034887412703e+05       1.389197486753e+04       6.368429739631e-02       3.030369708235e+09       1.220788596438e+00       6.230251531076e+09       2.829564251605e+07       1.414782125803e+08       3.815924191813e-08       4.309894183538e+09       1.070991956971e+10       2.208271963483e-04       7.114668731886e-02 
       2.166207564163e+05       1.602132822737e-08       2.131019454202e+00       1.020605938417e+05       1.389196011262e+04       6.413003173106e-02       3.009300799661e+09       1.229292825636e+00       6.058810416226e+09       2.770964086687e+07       1.385482043343e+08       3.815924191813e-08       4.191296553887e+09       1.041636481531e+10       2.209369191396e-04       7.127380458639e-02 
       2.151149030346e+05       1.624581110918e-08       2.145876827042e+00       1.006521930845e+05       1.389194525524e+04       6.457888542537e-02       2.988378348489e+09       1.237856008881e+00       5.892086905578e+09       2.713577518077e+07       1.356788759038e+08       3.815924191813e-08       4.075962416058e+09       1.013086397272e+10       2.210468932410e-04       7.140190710588e-02 
       2.136195173572e+05       1.647343512344e-08       2.160837368636e+00       9.926326569522e+04       1.389193029470e+04       6.503088030384e-02       2.967601336645e+09       1.246478550862e+00       5.729951183849e+09       2.657379412619e+07       1.328689706310e+08       3.815924191813e-08       3.963801967874e+09       9.853195916480e+09       2.211571204985e-04       7.153100109479e-02 
       2.121345266198e+05       1.670424413506e-08       2.175901789609e+00       9.789354215478e+04       1.389191523028e+04       6.548603834368e-02       2.946968753134e+09       1.255160858987e+00       5.572277007895e+09       2.602345157655e+07       1.301172578828e+08       3.815924191813e-08       3.854727878256e+09       9.583145595610e+09       2.212676027717e-04       7.166109280618e-02 
       2.106598585636e+05       1.693828261964e-08       2.191070805395e+00       9.654275667627e+04       1.389190006127e+04       6.594438167579e-02       2.926479593985e+09       1.263903343408e+00       5.418941608416e+09       2.548450650243e+07       1.274225325121e+08       3.815924191813e-08       3.748655219224e+09       9.320503866654e+09       2.213783419335e-04       7.179218852886e-02 
       2.091954414320e+05       1.717559567196e-08       2.206345136279e+00       9.521064715321e+04       1.389188478693e+04       6.640593258586e-02       2.906132862210e+09       1.272706417031e+00       5.269825594370e+09       2.495672286602e+07       1.247836143301e+08       3.815924191813e-08       3.645501399767e+09       9.065067331333e+09       2.214893398708e-04       7.192429458753e-02 
       2.077412039675e+05       1.741622901457e-08       2.221725507423e+00       9.389695510856e+04       1.389186940656e+04       6.687071351537e-02       2.885927567749e+09       1.281570495540e+00       5.124812860010e+09       2.443986951777e+07       1.221993475889e+08       3.815924191813e-08       3.545186101542e+09       8.816638178659e+09       2.216005984840e-04       7.205741734289e-02 
       2.062970754078e+05       1.766022900648e-08       2.237212648897e+00       9.260142564447e+04       1.389185391942e+04       6.733874706276e-02       2.865862727424e+09       1.290495997411e+00       4.983790494484e+09       2.393372009513e+07       1.196686004756e+08       3.815924191813e-08       3.447631216334e+09       8.575024031388e+09       2.217121196878e-04       7.219156319183e-02 
       2.048629854825e+05       1.790764265199e-08       2.252807295716e+00       9.132380739270e+04       1.389183832478e+04       6.781005598449e-02       2.845937364892e+09       1.299483343933e+00       4.846648693919e+09       2.343805292341e+07       1.171902646170e+08       3.815924191813e-08       3.352760785240e+09       8.340037796700e+09       2.218239054106e-04       7.232673856754e-02 
       2.034388644096e+05       1.815851760960e-08       2.268510187869e+00       9.006385246574e+04       1.389182262188e+04       6.828466319615e-02       2.826150510599e+09       1.308532959222e+00       4.713280675929e+09       2.295265091872e+07       1.147632545936e+08       3.815924191813e-08       3.260500939528e+09       8.111497520970e+09       2.219359575950e-04       7.246294993967e-02 
       2.020246428923e+05       1.841290220112e-08       2.284322070347e+00       8.882131640856e+04       1.389180681000e+04       6.876259177358e-02       2.806501201727e+09       1.317645270244e+00       4.583582596472e+09       2.247730149290e+07       1.123865074645e+08       3.815924191813e-08       3.170779843120e+09       7.889226248550e+09       2.220482781978e-04       7.260020381445e-02 
       2.006202521155e+05       1.867084542079e-08       2.300243693191e+00       8.759595815113e+04       1.389179088838e+04       6.924386495396e-02       2.786988482153e+09       1.326820706828e+00       4.457453468994e+09       2.201179646037e+07       1.100589823018e+08       3.815924191813e-08       3.083527636659e+09       7.673051884415e+09       2.221608691900e-04       7.273850673485e-02 
       1.992256237422e+05       1.893239694469e-08       2.316275811503e+00       8.638753996149e+04       1.389177485626e+04       6.972850613698e-02       2.767611402400e+09       1.336059701691e+00       4.334795085799e+09       2.155593194699e+07       1.077796597350e+08       3.815924191813e-08       2.998676383117e+09       7.462807060597e+09       2.222737325574e-04       7.287786528069e-02 
       1.978406899109e+05       1.919760714008e-08       2.332419185499e+00       8.519582739952e+04       1.389175871289e+04       7.021653888594e-02       2.748369019591e+09       1.345362690449e+00       4.215511941586e+09       2.110950830080e+07       1.055475415040e+08       3.815924191813e-08       2.916160014897e+09       7.258329006288e+09       2.223868702998e-04       7.301828606883e-02 
       1.964653832314e+05       1.946652707504e-08       2.348674580531e+00       8.402058927136e+04       1.389174245749e+04       7.070798692889e-02       2.729260397405e+09       1.354730111641e+00       4.099511159085e+09       2.067233000452e+07       1.033616500226e+08       3.815924191813e-08       2.835914282395e+09       7.059459421507e+09       2.225002844320e-04       7.315977575327e-02 
       1.950996367821e+05       1.973920852816e-08       2.365042767120e+00       8.286159758447e+04       1.389172608930e+04       7.120287415984e-02       2.710284606026e+09       1.364162406746e+00       3.986702416742e+09       2.024420558994e+07       1.012210279497e+08       3.815924191813e-08       2.757876703968e+09       6.866044354250e+09       2.226139769835e-04       7.330234102528e-02 
       1.937433841068e+05       2.001570399836e-08       2.381524521001e+00       8.171862750321e+04       1.389170960755e+04       7.170122463984e-02       2.691440722105e+09       1.373660020202e+00       3.876997878393e+09       1.982494755411e+07       9.912473777055e+07       3.815924191813e-08       2.681986517291e+09       6.677934081008e+09       2.227279499984e-04       7.344598861358e-02 
       1.923965592109e+05       2.029606671489e-08       2.398120623140e+00       8.059145730521e+04       1.389169301145e+04       7.220306259820e-02       2.672727828710e+09       1.383223399424e+00       3.770312124872e+09       1.941437227717e+07       9.707186138583e+07       3.815924191813e-08       2.608184632042e+09       6.494982990577e+09       2.228422055359e-04       7.359072528444e-02 
       1.910590965589e+05       2.058035064739e-08       2.414831859784e+00       7.947986833818e+04       1.389167630021e+04       7.270841243363e-02       2.654145015283e+09       1.392852994824e+00       3.666562087505e+09       1.901229994194e+07       9.506149970971e+07       3.815924191813e-08       2.536413583898e+09       6.317049471054e+09       2.229567456704e-04       7.373655784181e-02 
       1.897309310705e+05       2.086861051620e-08       2.431659022484e+00       7.838364497744e+04       1.389165947305e+04       7.321729871546e-02       2.635691377595e+09       1.402549259830e+00       3.565666983431e+09       1.861855445521e+07       9.309277227603e+07       3.815924191813e-08       2.466617489787e+09       6.143995799949e+09       2.230715724913e-04       7.388349312752e-02 
       1.884119981181e+05       2.116090180271e-08       2.448602908136e+00       7.730257458394e+04       1.389164252916e+04       7.372974618480e-02       2.617366017704e+09       1.412312650905e+00       3.467548252701e+09       1.823296337055e+07       9.116481685276e+07       3.815924191813e-08       2.398742004381e+09       5.975688037306e+09       2.231866881033e-04       7.403153802133e-02 
       1.871022335232e+05       2.145728075990e-08       2.465664319014e+00       7.623644746294e+04       1.389162546775e+04       7.424577975576e-02       2.599168043909e+09       1.422143627567e+00       3.372129497112e+09       1.785535781286e+07       8.927678906431e+07       3.815924191813e-08       2.332734277781e+09       5.811995921770e+09       2.233020946265e-04       7.418069944111e-02 
       1.858015735534e+05       2.175780442302e-08       2.482844062801e+00       7.518505682321e+04       1.389160828801e+04       7.476542451665e-02       2.581096570708e+09       1.432042652406e+00       3.279336420720e+09       1.748557240436e+07       8.742786202178e+07       3.815924191813e-08       2.268542914364e+09       5.652792769510e+09       2.234177941965e-04       7.433098434300e-02 
       1.845099549195e+05       2.206253062042e-08       2.500142952631e+00       7.414819873684e+04       1.389159098912e+04       7.528870573119e-02       2.563150718754e+09       1.442010191109e+00       3.189096771997e+09       1.712344519216e+07       8.561722596079e+07       3.815924191813e-08       2.206117932769e+09       5.497955375918e+09       2.235337889645e-04       7.448239972147e-02 
       1.832273147721e+05       2.237151798450e-08       2.517561807119e+00       7.312567209955e+04       1.389157357026e+04       7.581564883975e-02       2.545329614813e+09       1.452046712473e+00       3.101340287567e+09       1.676881757737e+07       8.384408788686e+07       3.815924191813e-08       2.145410726980e+09       5.347363920011e+09       2.236500810974e-04       7.463495260953e-02 
       1.819535906987e+05       2.268482596285e-08       2.535101450401e+00       7.211727859161e+04       1.389155603062e+04       7.634627946058e-02       2.527632391720e+09       1.462152688430e+00       3.015998637505e+09       1.642153424562e+07       8.210767122810e+07       3.815924191813e-08       2.086374028481e+09       5.200901871460e+09       2.237666727781e-04       7.478865007880e-02 
       1.806887207207e+05       2.300251482951e-08       2.552762712166e+00       7.112282263925e+04       1.389153836936e+04       7.688062339103e-02       2.510058188340e+09       1.472328594063e+00       2.933005372131e+09       1.608144309902e+07       8.040721549512e+07       3.815924191813e-08       2.028961869449e+09       5.058455900174e+09       2.238835662053e-04       7.494349923969e-02 
       1.794326432902e+05       2.332464569644e-08       2.570546427689e+00       7.014211137665e+04       1.389152058564e+04       7.741870660885e-02       2.492606149523e+09       1.482574907629e+00       2.852295870269e+09       1.574839518959e+07       7.874197594794e+07       3.815924191813e-08       1.973129546967e+09       4.919915788374e+09       2.240007635938e-04       7.509950724149e-02 
       1.781852972874e+05       2.365128052504e-08       2.588453437877e+00       6.917495460841e+04       1.389150267863e+04       7.796055527339e-02       2.475275426064e+09       1.492892110579e+00       2.773807288938e+09       1.542224465397e+07       7.711122326986e+07       3.815924191813e-08       1.918833588214e+09       4.785174345076e+09       2.241182671745e-04       7.525668127253e-02 
       1.769466220171e+05       2.398248213795e-08       2.606484589298e+00       6.822116477260e+04       1.389148464748e+04       7.850619572690e-02       2.458065174659e+09       1.503280687576e+00       2.697478514415e+09       1.510284864961e+07       7.551424324804e+07       3.815924191813e-08       1.866031716618e+09       4.654127322931e+09       2.242360791949e-04       7.541502856029e-02 
       1.757165572061e+05       2.431831423094e-08       2.624640734215e+00       6.728055690425e+04       1.389146649134e+04       7.905565449583e-02       2.440974557868e+09       1.513741126516e+00       2.623250114654e+09       1.479006729214e+07       7.395033646069e+07       3.815924191813e-08       1.814682818939e+09       4.526673337346e+09       2.243542019187e-04       7.557455637154e-02 
       1.744950430003e+05       2.465884138497e-08       2.642922730636e+00       6.635294859938e+04       1.389144820934e+04       7.960895829207e-02       2.424002744073e+09       1.524273918552e+00       2.551064293011e+09       1.448376359416e+07       7.241881797078e+07       3.815924191813e-08       1.764746913257e+09       4.402713787832e+09       2.244726376260e-04       7.573527201246e-02 
       1.732820199615e+05       2.500412907844e-08       2.661331442332e+00       6.543815997958e+04       1.389142980063e+04       8.016613401426e-02       2.407148907436e+09       1.534879558109e+00       2.480864843242e+09       1.418380340521e+07       7.091901702605e+07       3.815924191813e-08       1.716185117840e+09       4.282152781513e+09       2.245913886140e-04       7.589718282876e-02 
       1.720774290648e+05       2.535424369958e-08       2.679867738892e+00       6.453601365696e+04       1.389141126433e+04       8.072720874912e-02       2.390412227859e+09       1.545558542907e+00       2.412597105740e+09       1.389005535305e+07       6.945027676526e+07       3.815924191813e-08       1.668959620873e+09       4.164897058731e+09       2.247104571962e-04       7.606029620582e-02 
       1.708812116954e+05       2.570925255904e-08       2.698532495750e+00       6.364633469972e+04       1.389139259958e+04       8.129220977274e-02       2.373791890945e+09       1.556311373986e+00       2.346207924977e+09       1.360239078610e+07       6.801195393051e+07       3.815924191813e-08       1.623033651016e+09       4.050855920709e+09       2.248298457034e-04       7.622461956881e-02 
       1.696933096463e+05       2.606922390261e-08       2.717326594224e+00       6.276895059810e+04       1.389137380548e+04       8.186116455188e-02       2.357287087960e+09       1.567138555718e+00       2.281645608114e+09       1.332068371710e+07       6.660341858550e+07       3.815924191813e-08       1.578371448770e+09       3.939941159187e+09       2.249495564833e-04       7.639016038281e-02 
       1.685136651149e+05       2.643422692416e-08       2.736250921558e+00       6.190369123082e+04       1.389135488115e+04       8.243410074536e-02       2.340897015789e+09       1.578040595838e+00       2.218859884754e+09       1.304481076794e+07       6.522405383969e+07       3.815924191813e-08       1.534938238639e+09       3.832066988001e+09       2.250695919006e-04       7.655692615293e-02 
       1.673422207002e+05       2.680433177873e-08       2.755306370957e+00       6.105038883205e+04       1.389133582570e+04       8.301104620536e-02       2.324620876901e+09       1.589018005458e+00       2.157801867801e+09       1.277465111562e+07       6.387325557809e+07       3.815924191813e-08       1.492700202050e+09       3.727149976545e+09       2.251899543375e-04       7.672492442442e-02 
       1.661789194007e+05       2.717960959583e-08       2.774493841622e+00       6.020887795873e+04       1.389131663823e+04       8.359202897876e-02       2.308457879310e+09       1.600071299089e+00       2.098424015391e+09       1.251008643934e+07       6.255043219671e+07       3.815924191813e-08       1.451624451022e+09       3.625108985049e+09       2.253106461934e-04       7.689416278283e-02 
       1.650237046107e+05       2.756013249285e-08       2.793814238801e+00       5.937899545845e+04       1.389129731783e+04       8.417707730854e-02       2.292407236535e+09       1.611200994669e+00       2.040680093882e+09       1.225100086869e+07       6.125500434343e+07       3.815924191813e-08       1.411679002560e+09       3.525865101654e+09       2.254316698855e-04       7.706464885407e-02 
