# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02968e-05 to 1.74227 h/Mpc,
# number of wavenumbers equal to 571
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_ur                  14:t_ncdm[0]             15:t_tot              
       2.662909866817e-01      -6.624957310211e-02      -2.330659157578e+04      -2.341735221087e+04      -6.608982507384e-02      -2.700141081250e+02      -2.329227351483e+04       1.652245626846e-02       1.652245626840e-02      -1.133861712042e-05       2.800757562480e+00       2.801080876198e+00      -1.127925533226e-05       8.540513237933e-02       2.788267579139e+00 
       2.694458449233e-01      -6.501402569758e-02      -2.341515460867e+04      -2.352878523049e+04      -6.485725709588e-02      -2.653728368164e+02      -2.340269679962e+04       1.621431427397e-02       1.621431427391e-02      -1.112717731580e-05       2.814032723472e+00       2.814362822869e+00      -1.106892269371e-05       8.406210333679e-02       2.801480272844e+00 
       2.726007042021e-01      -6.378314084804e-02      -2.351068989253e+04      -2.362752066635e+04      -6.362934045511e-02      -2.607319964529e+02      -2.350042622503e+04       1.590733511378e-02       1.590733511372e-02      -1.091653360203e-05       2.825780793424e+00       2.826118145841e+00      -1.085938198138e-05       8.272716034316e-02       2.813173457802e+00 
       2.757555644822e-01      -6.257322853147e-02      -2.359933022613e+04      -2.371944726306e+04      -6.242234577334e-02      -2.561413297742e+02      -2.359136411208e+04       1.560558644333e-02       1.560558644328e-02      -1.070947763907e-05       2.836712100055e+00       2.837056679187e+00      -1.065341022633e-05       8.141469304772e-02       2.824053784855e+00 
       2.789104257296e-01      -6.139971773984e-02      -2.368743441040e+04      -2.381068441254e+04      -6.125166481472e-02      -2.516694366341e+02      -2.368164167819e+04       1.531291620368e-02       1.531291620363e-02      -1.050865067535e-05       2.847564477386e+00       2.847915791350e+00      -1.045363483961e-05       8.011919830728e-02       2.834855218699e+00 
       2.820652879114e-01      -6.027539801033e-02      -2.378084975263e+04      -2.390686692100e+04      -6.013005625888e-02      -2.473884349306e+02      -2.377690333882e+04       1.503251406472e-02       1.503251406467e-02      -1.031624172602e-05       2.859017102985e+00       2.859374263667e+00      -1.026223336702e-05       7.886182283552e-02       2.846253516337e+00 
       2.852201509967e-01      -5.920923526243e-02      -2.388431502752e+04      -2.401256640655e+04      -5.906646439342e-02      -2.433353072174e+02      -2.388172754349e+04       1.476661609836e-02       1.476661609831e-02      -1.013378497415e-05       2.871620804061e+00       2.871982629184e+00      -1.008073195141e-05       7.768208665777e-02       2.858796850955e+00 
       2.883750149556e-01      -5.820592180251e-02      -2.400110326367e+04      -2.413094721856e+04      -5.806557020461e-02      -2.395129750094e+02      -2.399928210623e+04       1.451639255115e-02       1.451639255110e-02      -9.962083611847e-06       2.885756607082e+00       2.886121744248e+00      -9.909929577529e-06       7.658758053617e-02       2.872864354676e+00 
       2.915298797594e-01      -5.726600166048e-02      -2.413288293606e+04      -2.426363439625e+04      -5.712791641184e-02      -2.359240113432e+02      -2.413119179700e+04       1.428197910296e-02       1.428197910291e-02      -9.801231275607e-06       2.901619828796e+00       2.901986888847e+00      -9.749919395084e-06       7.555327290723e-02       2.888650288878e+00 
       2.946847453811e-01      -5.638644331705e-02      -2.427977848680e+04      -2.441077448698e+04      -5.625047881340e-02      -2.325748737787e+02      -2.427759884899e+04       1.406261970335e-02       1.406261970331e-02      -9.650709291425e-06       2.919227410858e+00       2.919595097840e+00      -9.600185450441e-06       7.457175427118e-02       2.906171560777e+00 
       2.978396117944e-01      -5.556133542434e-02      -2.444051660809e+04      -2.457117588415e+04      -5.542736032747e-02      -2.294464136691e+02      -2.443730350754e+04       1.385684008187e-02       1.385684008182e-02      -9.509505608857e-06       2.938434884217e+00       2.938802109410e+00      -9.459720996210e-06       7.366215824509e-02       2.925284633973e+00 
       3.009944789744e-01      -5.478260204983e-02      -2.461261987603e+04      -2.474249130249e+04      -5.465050450947e-02      -2.264900751423e+02      -2.460794749945e+04       1.366262612737e-02       1.366262612733e-02      -9.376237939818e-06       2.958958454340e+00       2.959324424089e+00      -9.327150988191e-06       7.282289870807e-02       2.945707282252e+00 
       3.041493468969e-01      -5.404070429022e-02      -2.479263392459e+04      -2.492142994615e+04      -5.391039547334e-02      -2.236612591311e+02      -2.478622785858e+04       1.347759886834e-02       1.347759886829e-02      -9.249274085352e-06       2.980400690144e+00       2.980764960386e+00      -9.200851782997e-06       7.201717797798e-02       2.967044067245e+00 
       3.073042155392e-01      -5.332537296773e-02      -2.497640843701e+04      -2.510402127770e+04      -5.319678881966e-02      -2.209335268729e+02      -2.496816239888e+04       1.329919720491e-02       1.329919720487e-02      -9.126856675556e-06       3.002282429947e+00       3.002644924191e+00      -9.079075220789e-06       7.121975748520e-02       2.988818268488e+00 
       3.104590848790e-01      -5.262645822236e-02      -2.515947511844e+04      -2.528597537886e+04      -5.249955917731e-02      -2.182739649024e+02      -2.514945122926e+04       1.312488979433e-02       1.312488979429e-02      -9.007248248037e-06       3.024086274689e+00       3.024447266545e+00      -8.960092941378e-06       7.044049850906e-02       3.010515246019e+00 
       3.136139548953e-01      -5.193482848713e-02      -2.533749739605e+04      -2.546311624930e+04      -5.180959700945e-02      -2.156316432098e+02      -2.532591072686e+04       1.295239925236e-02       1.295239925233e-02      -8.888885701932e-06       3.045308823117e+00       3.045668887676e+00      -8.842350031933e-06       6.968317903342e-02       3.031634225199e+00 
       3.167688255678e-01      -5.124321363285e-02      -2.550674319947e+04      -2.563184089201e+04      -5.111964972493e-02      -2.129664719731e+02      -2.549393290534e+04       1.277991243123e-02       1.277991243120e-02      -8.770525014960e-06       3.065515957569e+00       3.065875898638e+00      -8.724608988406e-06       6.891764939136e-02       3.051743181812e+00 
       3.199236968768e-01      -5.054680548908e-02      -2.566448302208e+04      -2.578950745779e+04      -5.042492075126e-02      -2.102706224057e+02      -2.565087350983e+04       1.260623018782e-02       1.260623018778e-02      -8.651343526206e-06       3.084389555836e+00       3.084750317379e+00      -8.606051460265e-06       6.811876813752e-02       3.070525491674e+00 
       3.230785688038e-01      -4.984346011755e-02      -2.580921682130e+04      -2.593465662213e+04      -4.972327132002e-02      -2.075474095009e+02      -2.579527319815e+04       1.243081783000e-02       1.243081782997e-02      -8.530974092873e-06       3.101754121616e+00       3.102116692053e+00      -8.486312225811e-06       6.730162387153e-02       3.087806583943e+00 
       3.262334413306e-01      -4.913353518489e-02      -2.594071995509e+04      -2.606705673614e+04      -4.901505823125e-02      -2.047887452978e+02      -2.592690251576e+04       1.225376455781e-02       1.225376455778e-02      -8.409477658411e-06       3.117582181818e+00       3.117947500152e+00      -8.365451905857e-06       6.648849209018e-02       3.103559170506e+00 
       3.293883144400e-01      -4.841938495121e-02      -2.605989416476e+04      -2.618755835734e+04      -4.830263006138e-02      -2.019914362082e+02      -2.604661657913e+04       1.207565751535e-02       1.207565751531e-02      -8.287257364292e-06       3.131976762580e+00       3.132345634128e+00      -8.243871528766e-06       6.566805472312e-02       3.117885634237e+00 
       3.325431881153e-01      -4.770477629954e-02      -2.616854418115e+04      -2.629787834984e+04      -4.758974460177e-02      -1.991791699327e+02      -2.615613902327e+04       1.189743615044e-02       1.189743615041e-02      -8.164958254681e-06       3.145145336798e+00       3.145518365979e+00      -8.122212758968e-06       6.482162176434e-02       3.130992227189e+00 
       3.356980623405e-01      -4.699430985557e-02      -2.626912082874e+04      -2.640035333996e+04      -4.688099137519e-02      -1.963856590669e+02      -2.625781480229e+04       1.172024784380e-02       1.172024784377e-02      -8.043367655928e-06       3.157370071767e+00       3.157747617248e+00      -8.001258795550e-06       6.396671199128e-02       3.143159666367e+00 
       3.388529371001e-01      -4.629294856598e-02      -2.636448916461e+04      -2.649771999064e+04      -4.618132135131e-02      -1.936265345470e+02      -2.635438934021e+04       1.154533033783e-02       1.154533033780e-02      -7.923334728900e-06       3.168981283320e+00       3.169363438789e+00      -7.881854347257e-06       6.313598797241e-02       3.154716641688e+00 
       3.420078123793e-01      -4.560566021411e-02      -2.645773319995e+04      -2.659293246819e+04      -4.549569032529e-02      -1.909081748752e+02      -2.644882476272e+04       1.137392258132e-02       1.137392258129e-02      -7.805709834178e-06       3.180335348835e+00       3.180721950111e+00      -7.764845318460e-06       6.232920888262e-02       3.166017644808e+00 
       3.451626881637e-01      -4.493705271202e-02      -2.655193410493e+04      -2.668895265264e+04      -4.482869509078e-02      -1.882534539448e+02      -2.654408919465e+04       1.120717377270e-02       1.120717377267e-02      -7.691281989261e-06       3.191789376593e+00       3.192180032517e+00      -7.651016593977e-06       6.152609252616e-02       3.177417833060e+00 
       3.483175644396e-01      -4.429098897927e-02      -2.664991431642e+04      -2.678850452389e+04      -4.418418924745e-02      -1.856940263219e+02      -2.664291053874e+04       1.104604731186e-02       1.104604731184e-02      -7.580712360459e-06       3.203671584681e+00       3.204065727071e+00      -7.541025876072e-06       6.073546078708e-02       3.189243777413e+00 
       3.514724411938e-01      -4.367020206876e-02      -2.675395812357e+04      -2.689380246191e+04      -4.356489925487e-02      -1.832409370550e+02      -2.674750461957e+04       1.089122481372e-02       1.089122481369e-02      -7.474468461146e-06       3.216248593713e+00       3.216645540098e+00      -7.435338227587e-06       5.998877960750e-02       3.201760890951e+00 
       3.546273184133e-01      -4.307596892790e-02      -2.686554507606e+04      -2.700628918531e+04      -4.297209898028e-02      -1.808851029119e+02      -2.685931357989e+04       1.074302474507e-02       1.074302474505e-02      -7.372768854525e-06       3.229693919391e+00       3.230092941412e+00      -7.334171066983e-06       5.928897592566e-02       3.215141850596e+00 
       3.577821960858e-01      -4.250797126303e-02      -2.698518158104e+04      -2.712646852980e+04      -4.240547089904e-02      -1.786242818435e+02      -2.697883935112e+04       1.060136772476e-02       1.060136772474e-02      -7.275559380662e-06       3.244067900351e+00       3.244468291191e+00      -7.237470520317e-06       5.860861630736e-02       3.229446610307e+00 
       3.609370741993e-01      -4.196442391038e-02      -2.711239717917e+04      -2.725389971332e+04      -4.186323415554e-02      -1.764658603936e+02      -2.710563829062e+04       1.046580853889e-02       1.046580853886e-02      -7.182534581655e-06       3.259317046133e+00       3.259718181371e+00      -7.144932731143e-06       5.794054724468e-02       3.244621967539e+00 
       3.640919527425e-01      -4.144242841301e-02      -2.724589808994e+04      -2.738734602034e+04      -4.134249728664e-02      -1.744015590083e+02      -2.723846987715e+04       1.033562432166e-02       1.033562432164e-02      -7.093198113522e-06       3.275291966667e+00       3.275693353873e+00      -7.056063955078e-06       5.730763990410e-02       3.260519441841e+00 
       3.672468317040e-01      -4.093845320825e-02      -2.738382949308e+04      -2.752503001678e+04      -4.083973725070e-02      -1.724031591869e+02      -2.737555190376e+04       1.020993431267e-02       1.020993431265e-02      -7.006945446450e-06       3.291778127598e+00       3.292179441159e+00      -6.970262829515e-06       5.671425203565e-02       3.276925662020e+00 
       3.704017110733e-01      -4.044881330879e-02      -2.752407040677e+04      -2.766491998716e+04      -4.035127795165e-02      -1.704499473935e+02      -2.751484711531e+04       1.008781948791e-02       1.008781948789e-02      -6.923146128713e-06       3.308530359549e+00       3.308931458537e+00      -6.886902207550e-06       5.613021520963e-02       3.293596629707e+00 
       3.735565908399e-01      -3.997003637257e-02      -2.766448303471e+04      -2.780497033215e+04      -3.987365542575e-02      -1.685402076770e+02      -2.765430403350e+04       9.968413856439e-03       9.968413856418e-03      -6.841205979483e-06       3.325301835589e+00       3.325702763823e+00      -6.805391022538e-06       5.553805819345e-02       3.310286752188e+00 
       3.767114709938e-01      -3.949907030904e-02      -2.780307570072e+04      -2.794327588644e+04      -3.940382494669e-02      -1.666686303496e+02      -2.779201189473e+04       9.850956236672e-03       9.850956236652e-03      -6.760602409742e-06       3.341862716512e+00       3.342263685473e+00      -6.725209422719e-06       5.495703355273e-02       3.326767490840e+00 
       3.798663515253e-01      -3.903337391417e-02      -2.793809630128e+04      -2.807815787762e+04      -3.893925144131e-02      -1.648133349141e+02      -2.792628739954e+04       9.734812860326e-03       9.734812860307e-03      -6.680900321806e-06       3.358010556261e+00       3.358411913302e+00      -6.645924589110e-06       5.440014672390e-02       3.342837518154e+00 
       3.830212324251e-01      -3.857096561582e-02      -2.806810048857e+04      -2.820822636111e+04      -3.847795811753e-02      -1.629571948657e+02      -2.805573790653e+04       9.619489529382e-03       9.619489529364e-03      -6.601760745147e-06       3.373577866833e+00       3.373980052693e+00      -6.567199327744e-06       5.384385594837e-02       3.358330106123e+00 
       3.861761136840e-01      -3.811049240261e-02      -2.819203723019e+04      -2.833246220706e+04      -3.801859522740e-02      -1.611044749671e+02      -2.817934370691e+04       9.504648806850e-03       9.504648806832e-03      -6.522952292659e-06       3.388441986191e+00       3.388845486911e+00      -6.488803464318e-06       5.326676343020e-02       3.373123112019e+00 
       3.893309952934e-01      -3.765131324631e-02      -2.830934899673e+04      -2.845031603341e+04      -3.756052328802e-02      -1.592628894462e+02      -2.829655663157e+04       9.390130822004e-03       9.390130821986e-03      -6.444365103590e-06       3.402536978299e+00       3.402942276793e+00      -6.410627712257e-06       5.268599056881e-02       3.387150981020e+00 
       3.924858772447e-01      -3.719355213377e-02      -2.842005402347e+04      -2.856179147234e+04      -3.710386598545e-02      -1.574249672912e+02      -2.840738268601e+04       9.275966496364e-03       9.275966496347e-03      -6.366020208853e-06       3.415863586436e+00       3.416271118432e+00      -6.332692990437e-06       5.212416901903e-02       3.400414512501e+00 
       3.956407595297e-01      -3.673805836926e-02      -2.852475925351e+04      -2.866746110273e+04      -3.664947057331e-02      -1.555830499797e+02      -2.851239747888e+04       9.162367643327e-03       9.162367643310e-03      -6.288063101565e-06       3.428491109615e+00       3.428901227550e+00      -6.255144029529e-06       5.156803743316e-02       3.412982553656e+00 
       3.987956421404e-01      -3.628624012003e-02      -2.862457004478e+04      -2.876838069758e+04      -3.619874182021e-02      -1.537495255276e+02      -2.861266019944e+04       9.049685455052e-03       9.049685455036e-03      -6.210735019611e-06       3.440547034252e+00       3.440959981394e+00      -6.178220804017e-06       5.099498342854e-02       3.424981804028e+00 
       4.019505250693e-01      -3.583979827171e-02      -2.872090748550e+04      -2.886591209875e+04      -3.575337650730e-02      -1.519439218702e+02      -2.870953632977e+04       8.938344126825e-03       8.938344126809e-03      -6.134327017370e-06       3.452195694112e+00       3.452611590033e+00      -6.102212842596e-06       5.041832611950e-02       3.436575782443e+00 
       4.051054083088e-01      -3.540043485010e-02      -2.881528549879e+04      -2.896150632657e+04      -3.531507255298e-02      -1.501692260931e+02      -2.880448065403e+04       8.828768138244e-03       8.828768138229e-03      -6.059130203153e-06       3.463612139624e+00       3.464030977251e+00      -6.027409726766e-06       4.986693593879e-02       3.447938739539e+00 
       4.082602918516e-01      -3.496962113723e-02      -2.890911525622e+04      -2.905651387135e+04      -3.488529768850e-02      -1.484191471384e+02      -2.889884748044e+04       8.721324422125e-03       8.721324422110e-03      -5.985396456958e-06       3.474959288370e+00       3.475380942147e+00      -5.954062016603e-06       4.933614054556e-02       3.459232710443e+00 
       4.114151756908e-01      -3.454848105193e-02      -2.900358910182e+04      -2.915207386238e+04      -3.446517312040e-02      -1.467010099820e+02      -2.899377955067e+04       8.616293280099e-03       8.616293280085e-03      -5.913318380889e-06       3.486374553932e+00       3.486798797944e+00      -5.882361305989e-06       4.880013051702e-02       3.470594268687e+00 
       4.145700598196e-01      -3.413778564300e-02      -2.909965104785e+04      -2.924908875872e+04      -3.405546803687e-02      -1.450311346621e+02      -2.909018213103e+04       8.513867009218e-03       8.513867009204e-03      -5.843027942605e-06       3.497966756983e+00       3.498393291123e+00      -5.812438870980e-06       4.826281732844e-02       3.482131680289e+00 
       4.177249442314e-01      -3.373800640069e-02      -2.919801852110e+04      -2.934824894455e+04      -3.365665279048e-02      -1.434112347975e+02      -2.918874691901e+04       8.414163197619e-03       8.414163197605e-03      -5.774605634810e-06       3.509819050185e+00       3.510247531658e+00      -5.744374781403e-06       4.775295535798e-02       3.493927798090e+00 
       4.208798289198e-01      -3.334935999493e-02      -2.929920146192e+04      -2.945005317321e+04      -3.326894352854e-02      -1.418296047065e+02      -2.928997217507e+04       8.317235882136e-03       8.317235882123e-03      -5.708088535143e-06       3.521991368772e+00       3.522421445572e+00      -5.678205920671e-06       4.727246166715e-02       3.506042277052e+00 
       4.240347138786e-01      -3.297180308632e-02      -2.940348131820e+04      -2.955478739258e+04      -3.289229701678e-02      -1.402847205298e+02      -2.939414177658e+04       8.223074254195e-03       8.223074254182e-03      -5.643469439961e-06       3.534517896863e+00       3.534949239656e+00      -5.613925124297e-06       4.679358543183e-02       3.518509038789e+00 
       4.271895991018e-01      -3.260498443094e-02      -2.951085183012e+04      -2.966246397774e+04      -3.252636285959e-02      -1.387876188964e+02      -2.950126499822e+04       8.131590714897e-03       8.131590714885e-03      -5.580688286703e-06       3.547399799518e+00       3.547832128773e+00      -5.551472645160e-06       4.631021881804e-02       3.531329257564e+00 
       4.303444845836e-01      -3.224820125644e-02      -2.962096071560e+04      -2.977276072783e+04      -3.217043998087e-02      -1.373387672166e+02      -2.961101613511e+04       8.042609995218e-03       8.042609995206e-03      -5.519624601985e-06       3.560597935823e+00       3.561031041936e+00      -5.490728640452e-06       4.584843988434e-02       3.544464147716e+00 
       4.334993703183e-01      -3.190041545711e-02      -2.973310380967e+04      -2.988501151150e+04      -3.182349277980e-02      -1.359221500998e+02      -2.972272574508e+04       7.955873194950e-03       7.955873194938e-03      -5.460100634891e-06       3.574031785918e+00       3.574465541208e+00      -5.431516290328e-06       4.541664703118e-02       3.557833671466e+00 
       4.366542563003e-01      -3.156035604532e-02      -2.984630200373e+04      -2.999827927779e+04      -3.148425333527e-02      -1.345274216950e+02      -2.983545407165e+04       7.871063333818e-03       7.871063333807e-03      -5.401899022258e-06       3.587588268767e+00       3.588022631320e+00      -5.373619371402e-06       4.498761078484e-02       3.571325230294e+00 
       4.398091425244e-01      -3.122668836791e-02      -2.995945025598e+04      -3.011150108070e+04      -3.115139021426e-02      -1.331597913766e+02      -2.994813610477e+04       7.787847553565e-03       7.787847553554e-03      -5.344791431470e-06       3.601139210204e+00       3.601574220236e+00      -5.316810747948e-06       4.454581734975e-02       3.584811251401e+00 
       4.429640289854e-01      -3.089819373413e-02      -3.007149046558e+04      -3.022365725632e+04      -3.082368766621e-02      -1.318207693436e+02      -3.005975050798e+04       7.705921916551e-03       7.705921916540e-03      -5.288569117714e-06       3.614561699454e+00       3.614997469249e+00      -5.260882767948e-06       4.411305030709e-02       3.598169555041e+00 
       4.461189156782e-01      -3.057389826945e-02      -3.018154845398e+04      -3.033390529096e+04      -3.050017416586e-02      -1.304966292678e+02      -3.016945333593e+04       7.625043541465e-03       7.625043541454e-03      -5.233065274926e-06       3.627754201304e+00       3.628190899920e+00      -5.205669498469e-06       4.370525239159e-02       3.611299198655e+00 
       4.492738025979e-01      -3.025311741425e-02      -3.028899656095e+04      -3.044164011292e+04      -3.018016680479e-02      -1.291765336338e+02      -3.027663850973e+04       7.545041701198e-03       7.545041701187e-03      -5.178162872549e-06       3.640643822422e+00       3.641081656482e+00      -5.151054522624e-06       4.330064454674e-02       3.624127566814e+00 
       4.524286897398e-01      -2.993542562789e-02      -3.039344353957e+04      -3.054648263788e+04      -2.986324106875e-02      -1.278670580193e+02      -3.038092670241e+04       7.465810267187e-03       7.465810267177e-03      -5.123789215772e-06       3.653184946426e+00       3.653624138603e+00      -5.096965527030e-06       4.287818480291e-02       3.636609178525e+00 
       4.555835770992e-01      -2.962059485216e-02      -3.049468928308e+04      -3.064823415930e+04      -2.954916944930e-02      -1.265764486519e+02      -3.048211992650e+04       7.387292362326e-03       7.387292362316e-03      -5.069905164271e-06       3.665353755207e+00       3.665794522319e+00      -5.043363575645e-06       4.245535880691e-02       3.648720398761e+00 
       4.587384646716e-01      -2.930855046833e-02      -3.059269210770e+04      -3.074684427509e+04      -2.923787750697e-02      -1.252976204825e+02      -3.058016942757e+04       7.309469376741e-03       7.309469376731e-03      -5.016497797475e-06       3.677144361703e+00       3.677586894608e+00      -4.990235814403e-06       4.205533950368e-02       3.660455447605e+00 
       4.618933524527e-01      -2.899936923845e-02      -3.068757595221e+04      -3.084241959204e+04      -2.892944181776e-02      -1.240208781842e+02      -3.067518415435e+04       7.232360454441e-03       7.232360454431e-03      -4.963580345685e-06       3.688569835562e+00       3.689014282894e+00      -4.937595404329e-06       4.166401601799e-02       3.671827236859e+00 
       4.650482404381e-01      -2.869330596684e-02      -3.077966798609e+04      -3.093526350471e+04      -2.862411657058e-02      -1.227525997504e+02      -3.076747007575e+04       7.156029142645e-03       7.156029142636e-03      -4.911196582658e-06       3.699666943717e+00       3.700113401011e+00      -4.885485890327e-06       4.125634878834e-02       3.682872207822e+00 
       4.682031286238e-01      -2.839080993870e-02      -3.086952720040e+04      -3.102590737871e+04      -2.832234996626e-02      -1.215055212948e+02      -3.085756074802e+04       7.080587491565e-03       7.080587491555e-03      -4.859423355479e-06       3.710499863366e+00       3.710948368252e+00      -4.833983716397e-06       4.084344556035e-02       3.693654237234e+00 
       4.713580170057e-01      -2.809249202451e-02      -3.095792036501e+04      -3.111508925247e+04      -2.802475140116e-02      -1.202787794999e+02      -3.094619557224e+04       7.006187850289e-03       7.006187850280e-03      -4.808365059645e-06       3.721157584874e+00       3.721608118093e+00      -4.783192730073e-06       4.045330812925e-02       3.704261973209e+00 
       4.745129055798e-01      -2.779903053479e-02      -3.104572668562e+04      -3.120366113029e+04      -2.773199754911e-02      -1.190641749366e+02      -3.103422710455e+04       6.932999387276e-03       6.932999387268e-03      -4.758137834750e-06       3.731742751881e+00       3.732195243201e+00      -4.733228462601e-06       4.008064100281e-02       3.714797512788e+00 
       4.776677943424e-01      -2.751103981442e-02      -3.113379243557e+04      -3.129244591603e+04      -2.744470127284e-02      -1.178662125094e+02      -3.112247835438e+04       6.861175318209e-03       6.861175318201e-03      -4.708847001260e-06       3.742354451172e+00       3.742808788938e+00      -4.684195683560e-06       3.969828653301e-02       3.725359325396e+00 
       4.808226832897e-01      -2.722894919050e-02      -3.122278618273e+04      -3.138209442891e+04      -2.716329086380e-02      -1.166981046951e+02      -3.121160014479e+04       6.790822715950e-03       6.790822715942e-03      -4.660566041118e-06       3.753071024332e+00       3.753527067454e+00      -4.636167489994e-06       3.930897687242e-02       3.736025372835e+00 
       4.839775724182e-01      -2.695293803651e-02      -3.131310896357e+04      -3.147299673843e+04      -2.688794526269e-02      -1.155606001454e+02      -3.130198257096e+04       6.721986315672e-03       6.721986315664e-03      -4.613325495288e-06       3.763939407077e+00       3.764396998418e+00      -4.589174262002e-06       3.894145623313e-02       3.746842482844e+00 
       4.871324617242e-01      -2.668294549428e-02      -3.140488661327e+04      -3.156527497094e+04      -2.661860375805e-02      -1.144423122553e+02      -3.139374776223e+04       6.654650939511e-03       6.654650939503e-03      -4.567114935727e-06       3.774974267324e+00       3.775433247602e+00      -4.543205626053e-06       3.859794580103e-02       3.757825262484e+00 
       4.902873512043e-01      -2.641873732347e-02      -3.149803147073e+04      -3.165884481103e+04      -2.635503267461e-02      -1.133406823620e+02      -3.148681122543e+04       6.588758168652e-03       6.588758168644e-03      -4.521894428570e-06       3.786165393751e+00       3.786625615022e+00      -4.498221858299e-06       3.825001046538e-02       3.768963433677e+00 
       4.934422408553e-01      -2.615998852456e-02      -3.159232952653e+04      -3.175350182726e+04      -2.609690779706e-02      -1.122651894963e+02      -3.158096792327e+04       6.524226949266e-03       6.524226949259e-03      -4.477608388470e-06       3.797488077077e+00       3.797949414689e+00      -4.454167664888e-06       3.789067431876e-02       3.780232391877e+00 
       4.965971306737e-01      -2.590634111370e-02      -3.168750518300e+04      -3.184898490484e+04      -2.584387200538e-02      -1.112175809529e+02      -3.167595554882e+04       6.460968001344e-03       6.460968001337e-03      -4.434195397624e-06       3.808910744737e+00       3.809373106578e+00      -4.410981949095e-06       3.754665274129e-02       3.791600856059e+00 
       4.997520206565e-01      -2.565741948997e-02      -3.178323890454e+04      -3.194499221744e+04      -2.559555060485e-02      -1.101860896837e+02      -3.177147067697e+04       6.398887651213e-03       6.398887651205e-03      -4.391591110085e-06       3.820396906892e+00       3.820860238908e+00      -4.368600701813e-06       3.722812094404e-02       3.803032583408e+00 
       5.029069108005e-01      -2.541281622916e-02      -3.187914927469e+04      -3.204116143760e+04      -2.535153715430e-02      -1.091642745409e+02      -3.186714945451e+04       6.337884288574e-03       6.337884288567e-03      -4.349725926433e-06       3.831902801679e+00       3.832367089153e+00      -4.326954688995e-06       3.690893140660e-02       3.814483935802e+00 
       5.060618011028e-01      -2.517208013059e-02      -3.197477651907e+04      -3.213705143314e+04      -2.511138154168e-02      -1.081596131559e+02      -3.196254972143e+04       6.277845385419e-03       6.277845385412e-03      -4.308522699874e-06       3.843375220773e+00       3.843840485532e+00      -4.285967168482e-06       3.657386072887e-02       3.825901918276e+00 
       5.092166915603e-01      -2.493473533553e-02      -3.206960481695e+04      -3.223216294596e+04      -2.487460905619e-02      -1.071762092951e+02      -3.205717178983e+04       6.218652264048e-03       6.218652264041e-03      -4.267899862905e-06       3.854754011802e+00       3.855220306162e+00      -4.245556999426e-06       3.624565002313e-02       3.837226784953e+00 
       5.123715821702e-01      -2.470033806286e-02      -3.216313504977e+04      -3.232601003830e+04      -2.464077698716e-02      -1.062038480623e+02      -3.215052972939e+04       6.160194246790e-03       6.160194246783e-03      -4.227781365069e-06       3.865980672401e+00       3.866448071069e+00      -4.205648529178e-06       3.594187868215e-02       3.848400402992e+00 
       5.155264729296e-01      -2.446855052407e-02      -3.225498524216e+04      -3.241821965171e+04      -2.440954836069e-02      -1.052338094103e+02      -3.224225068296e+04       6.102387090172e-03       6.102387090165e-03      -4.188109492493e-06       3.877010315023e+00       3.877478906108e+00      -4.166184346599e-06       3.564140773693e-02       3.859378014202e+00 
       5.186813638359e-01      -2.423919644382e-02      -3.234497320517e+04      -3.250861382575e+04      -2.418074732657e-02      -1.042725164355e+02      -3.233215683646e+04       6.045186831643e-03       6.045186831637e-03      -4.148854183246e-06       3.887821541622e+00       3.888291417681e+00      -4.127134547750e-06       3.532264244804e-02       3.870138230351e+00 
       5.218362548864e-01      -2.401226875246e-02      -3.243313980189e+04      -3.259723298689e+04      -2.395436683219e-02      -1.033282784481e+02      -3.242028853878e+04       5.988591708047e-03       5.988591708041e-03      -4.110014147419e-06       3.898419237517e+00       3.898890487147e+00      -4.088497849040e-06       3.500304262441e-02       3.880685986727e+00 
       5.249911460785e-01      -2.378788560697e-02      -3.251970217933e+04      -3.268428961322e+04      -2.373052474929e-02      -1.023958223134e+02      -3.250685804074e+04       5.932631187323e-03       5.932631187317e-03      -4.071609490907e-06       3.908829001060e+00       3.909301701363e+00      -4.050294250331e-06       3.470685644148e-02       3.891046857905e+00 
       5.281460374095e-01      -2.356621601712e-02      -3.260496034743e+04      -3.277007557981e+04      -2.350938967974e-02      -1.014668065498e+02      -3.259215718593e+04       5.877347419934e-03       5.877347419928e-03      -4.033669207925e-06       3.919086002918e+00       3.919560213170e+00      -4.012552594200e-06       3.442054339533e-02       3.901255775815e+00 
