#scalar perturbations for mode k = 1.500000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       5.164211408095e+00       1.125107296239e-05      -1.211719378239e+00       3.478478940427e-04       3.159048074944e-08       7.897620187361e-08       6.053348670041e-14       1.579524037472e-08      -9.087895336796e-01       3.478478941194e-04       6.011489278991e-01       6.973700751096e-01      -1.211719327913e+00       3.477533068473e-04       2.399202498924e-04      -9.087896099646e-01       3.480388327489e-04 
       5.190386132509e+00       1.130865436647e-05      -1.211781020165e+00       3.496041837942e-04       3.207575154305e-08       8.018937885763e-08       6.209409112196e-14       1.603787577153e-08      -9.088357651234e-01       3.496041838766e-04       6.011479846819e-01       6.973577072311e-01      -1.211780966512e+00       3.495081441700e-04       2.423532729555e-04      -9.088358464441e-01       3.497980265753e-04 
       5.216560856923e+00       1.136624137341e-05      -1.211842693337e+00       3.513603776998e-04       3.256598930051e-08       8.141497325127e-08       6.368682484661e-14       1.628299465025e-08      -9.088820200028e-01       3.513603777879e-04       6.011470400422e-01       6.973453468637e-01      -1.211842636307e+00       3.512628707942e-04       2.447985346614e-04      -9.088821064355e-01       3.515571537019e-04 
       5.242735581336e+00       1.142383398321e-05      -1.211904398967e+00       3.531164757108e-04       3.306121976296e-08       8.265304940741e-08       6.531218469279e-14       1.653060988148e-08      -9.089282992253e-01       3.531164758049e-04       6.011460946297e-01       6.973329937042e-01      -1.211904338508e+00       3.530174865943e-04       2.472560341402e-04      -9.089283908473e-01       3.533162142224e-04 
       5.268910305750e+00       1.148143219588e-05      -1.211966138274e+00       3.548724777782e-04       3.356146867822e-08       8.390367169555e-08       6.697067265616e-14       1.678073433911e-08      -9.089746037056e-01       3.548724778785e-04       6.011451485296e-01       6.973206474468e-01      -1.211966074335e+00       3.547719914445e-04       2.497257705204e-04      -9.089747005949e-01       3.550752082311e-04 
       5.295085030164e+00       1.153903601142e-05      -1.212027912436e+00       3.566283838506e-04       3.406676180049e-08       8.516690450122e-08       6.866279593765e-14       1.703338090024e-08      -9.090209343272e-01       3.566283839572e-04       6.011442007956e-01       6.973083077962e-01      -1.212027844963e+00       3.565263852160e-04       2.522077429294e-04      -9.090210365623e-01       3.568341358192e-04 
       5.321259754577e+00       1.159664542982e-05      -1.212089722557e+00       3.583841938721e-04       3.457712489024e-08       8.644281222560e-08       7.038906697158e-14       1.728856244512e-08      -9.090672919176e-01       3.583841939852e-04       6.011432515084e-01       6.972959744756e-01      -1.212089651498e+00       3.582806677763e-04       2.547019504930e-04      -9.090673995781e-01       3.585929970730e-04 
       5.347434478991e+00       1.165426045108e-05      -1.212151569737e+00       3.601399077864e-04       3.509258371452e-08       8.773145928629e-08       7.215000345485e-14       1.754629185726e-08      -9.091136773029e-01       3.601399079060e-04       6.011423015230e-01       6.972836472090e-01      -1.212151495038e+00       3.600348389917e-04       2.572083923355e-04      -9.091137904690e-01       3.603517920783e-04 
       5.377571404747e+00       1.172060389081e-05      -1.212222826364e+00       3.621612739520e-04       3.569241486672e-08       8.923103716680e-08       7.422111638523e-14       1.784620743336e-08      -9.091671197729e-01       3.621612740796e-04       6.011412058784e-01       6.972694610420e-01      -1.212222747407e+00       3.620544099602e-04       2.601093983015e-04      -9.091672393784e-01       3.623767429023e-04 
       5.407708330504e+00       1.178695475806e-05      -1.212294135184e+00       3.641825125440e-04       3.629907477085e-08       9.074768692712e-08       7.633968456591e-14       1.814953738542e-08      -9.092206013879e-01       3.641825126796e-04       6.011401080185e-01       6.972552821319e-01      -1.212294051896e+00       3.640738329353e-04       2.630266203146e-04      -9.092207275415e-01       3.644016061427e-04 
       5.437845256260e+00       1.185331305283e-05      -1.212365497717e+00       3.662036234652e-04       3.691260278763e-08       9.228150696909e-08       7.850652439561e-14       1.845630139382e-08      -9.092741232878e-01       3.662036236091e-04       6.011390078820e-01       6.972411100975e-01      -1.212365410026e+00       3.660931077024e-04       2.659600570313e-04      -9.092742560993e-01       3.664263819189e-04 
       5.467982182016e+00       1.191967877512e-05      -1.212436915438e+00       3.682246066154e-04       3.753303828909e-08       9.383259572271e-08       8.072246173696e-14       1.876651914454e-08      -9.093276865787e-01       3.682246067678e-04       6.011379056894e-01       6.972269445688e-01      -1.212436823269e+00       3.681122340435e-04       2.689097071055e-04      -9.093278261592e-01       3.684510703474e-04 
       5.498119107773e+00       1.198605192492e-05      -1.212508389831e+00       3.702454618939e-04       3.816042065872e-08       9.540105164680e-08       8.298833197504e-14       1.908021032936e-08      -9.093812923736e-01       3.702454620551e-04       6.011368016364e-01       6.972127851735e-01      -1.212508293109e+00       3.701312117401e-04       2.718755691887e-04      -9.093814388354e-01       3.704756715452e-04 
       5.528256033529e+00       1.205243250225e-05      -1.212579922357e+00       3.722661891977e-04       3.879478929139e-08       9.698697322846e-08       8.530498007501e-14       1.939739464569e-08      -9.094349417678e-01       3.722661893679e-04       6.011356952106e-01       6.971986315453e-01      -1.212579821006e+00       3.721500405716e-04       2.748576419294e-04      -9.094350952244e-01       3.725001856271e-04 
       5.558392959286e+00       1.211882050710e-05      -1.212651514389e+00       3.742867884187e-04       3.943618359292e-08       9.859045898230e-08       8.767326063944e-14       1.971809179646e-08      -9.094886357919e-01       3.742867885982e-04       6.011345860276e-01       6.971844833393e-01      -1.212651408332e+00       3.741687203119e-04       2.778559239737e-04      -9.094887963580e-01       3.745246127020e-04 
       5.588529885042e+00       1.218521593947e-05      -1.212723167220e+00       3.763072594438e-04       4.008464298015e-08       1.002116074504e-07       9.009403796644e-14       2.004232149007e-08      -9.095423754150e-01       3.763072596328e-04       6.011334740745e-01       6.971703402313e-01      -1.212723056380e+00       3.761872507301e-04       2.808704139652e-04      -9.095425432065e-01       3.765489528726e-04 
       5.618666810799e+00       1.225161879936e-05      -1.212794882129e+00       3.783276021582e-04       4.074020688122e-08       1.018505172030e-07       9.256818610860e-14       2.037010344061e-08      -9.095961615968e-01       3.783276023571e-04       6.011323597388e-01       6.971562018999e-01      -1.212794766427e+00       3.782056315938e-04       2.839011105443e-04      -9.095963367311e-01       3.785732062408e-04 
       5.648803736555e+00       1.231802908677e-05      -1.212866660418e+00       3.803478164479e-04       4.140291473577e-08       1.035072868394e-07       9.509658893164e-14       2.070145736788e-08      -9.096499953138e-01       3.803478166567e-04       6.011312430530e-01       6.971420680185e-01      -1.212866539776e+00       3.802238626707e-04       2.869480123491e-04      -9.096501779093e-01       3.805973729098e-04 
       5.678940662311e+00       1.238444680170e-05      -1.212938503349e+00       3.823679021953e-04       4.207280599457e-08       1.051820149864e-07       9.768014017192e-14       2.103640299728e-08      -9.097038775117e-01       3.823679024145e-04       6.011301233621e-01       6.971279382704e-01      -1.212938377685e+00       3.822419437255e-04       2.900111180147e-04      -9.097040676881e-01       3.826214529797e-04 
       5.709077588068e+00       1.245087194414e-05      -1.213010412087e+00       3.843878592775e-04       4.274992011920e-08       1.068748002980e-07       1.003197434940e-13       2.137496005960e-08      -9.097578090656e-01       3.843878595073e-04       6.011290004140e-01       6.971138123628e-01      -1.213010281322e+00       3.842598745173e-04       2.930904261737e-04      -9.097580069440e-01       3.846454465436e-04 
       5.739214513824e+00       1.251730451411e-05      -1.213082387749e+00       3.864076875681e-04       4.343429658225e-08       1.085857414556e-07       1.030163125497e-13       2.171714829113e-08      -9.098117908116e-01       3.864076878088e-04       6.011278745059e-01       6.970996900157e-01      -1.213082251799e+00       3.862776548018e-04       2.961859354557e-04      -9.098119965142e-01       3.866693536906e-04 
       5.769351439581e+00       1.258374451160e-05      -1.213154431474e+00       3.884273869415e-04       4.412597486780e-08       1.103149371695e-07       1.057707710374e-13       2.206298743390e-08      -9.098658236059e-01       3.884273871933e-04       6.011267460651e-01       6.970855709422e-01      -1.213154290258e+00       3.882952843352e-04       2.992976444874e-04      -9.098660372563e-01       3.886931745118e-04 
       5.799488365337e+00       1.265019193661e-05      -1.213226544403e+00       3.904469572710e-04       4.482499447113e-08       1.120624861778e-07       1.085840527601e-13       2.241249723557e-08      -9.099199083025e-01       3.904469575342e-04       6.011256144188e-01       6.970714548565e-01      -1.213226397837e+00       3.903127628727e-04       3.024255518931e-04      -9.099201300255e-01       3.907169090978e-04 
       5.829625291094e+00       1.271664678914e-05      -1.213298727594e+00       3.924663984248e-04       4.553139489836e-08       1.138284872459e-07       1.114571016834e-13       2.276569744918e-08      -9.099740456953e-01       3.924663986998e-04       6.011244791404e-01       6.970573414926e-01      -1.213298575593e+00       3.923300901646e-04       3.055696562938e-04      -9.099742756171e-01       3.927405575331e-04 
       5.859762216850e+00       1.278310906919e-05      -1.213370982037e+00       3.944857102673e-04       4.624521566641e-08       1.156130391660e-07       1.143908719934e-13       2.312260783321e-08      -9.100282365281e-01       3.944857105542e-04       6.011233405117e-01       6.970432306013e-01      -1.213370824516e+00       3.943472659570e-04       3.087299563078e-04      -9.100284747762e-01       3.947641198972e-04 
       5.889899142606e+00       1.284957877675e-05      -1.213443308746e+00       3.965048926629e-04       4.696649630355e-08       1.174162407589e-07       1.173863281574e-13       2.348324815178e-08      -9.100824815597e-01       3.965048929622e-04       6.011221990914e-01       6.970291219284e-01      -1.213443145619e+00       3.963642899964e-04       3.119064505507e-04      -9.100827282628e-01       3.967875962709e-04 
       5.920036068363e+00       1.291605591184e-05      -1.213515708738e+00       3.985239454759e-04       4.769527634931e-08       1.192381908733e-07       1.204444449820e-13       2.384763817466e-08      -9.101367815533e-01       3.985239457878e-04       6.011210541566e-01       6.970150152182e-01      -1.213515539917e+00       3.983811620286e-04       3.150991376349e-04      -9.101370368415e-01       3.988109867352e-04 
       5.950172994119e+00       1.298254047445e-05      -1.213588182959e+00       4.005428685661e-04       4.843159535394e-08       1.210789883848e-07       1.235662076709e-13       2.421579767697e-08      -9.101911372195e-01       4.005428688909e-04       6.011199052556e-01       6.970009102324e-01      -1.213588008357e+00       4.003978817953e-04       3.183080161700e-04      -9.101914012241e-01       4.008342913658e-04 
       5.980309919876e+00       1.304903246458e-05      -1.213660732302e+00       4.025616617895e-04       4.917549287849e-08       1.229387321962e-07       1.267526118838e-13       2.458774643924e-08      -9.102455492265e-01       4.025616621275e-04       6.011187528306e-01       6.969868067471e-01      -1.213660551829e+00       4.024144490343e-04       3.215330847628e-04      -9.102458220802e-01       4.028575102339e-04 
       6.010446845632e+00       1.311553188223e-05      -1.213733357678e+00       4.045803250029e-04       4.992700849531e-08       1.248175212383e-07       1.300046637966e-13       2.496350424766e-08      -9.103000182591e-01       4.045803253545e-04       6.011175973358e-01       6.969727045327e-01      -1.213733171245e+00       4.044308634840e-04       3.247743420169e-04      -9.103003000960e-01       4.048806434122e-04 
       6.040583771388e+00       1.318203872740e-05      -1.213806059996e+00       4.065988580619e-04       5.068618178785e-08       1.267154544696e-07       1.333233801599e-13       2.534309089392e-08      -9.103545449969e-01       4.065988584274e-04       6.011164378621e-01       6.969586033614e-01      -1.213805867511e+00       4.064471248819e-04       3.280317865332e-04      -9.103548359524e-01       4.069036909729e-04 
       6.070720697145e+00       1.324855300009e-05      -1.213878840089e+00       4.086172608179e-04       5.145305235016e-08       1.286326308754e-07       1.367097883567e-13       2.572652617508e-08      -9.104091300670e-01       4.086172611977e-04       6.011152741763e-01       6.969445030227e-01      -1.213878641461e+00       4.084632329608e-04       3.313054169095e-04      -9.104094302778e-01       4.089266529825e-04 
