# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:gr.fac. D             18:gr.fac. f          
       8.189251761383e+09       1.127045735741e-17       5.659654198098e-05       1.446952818630e+14       1.387395652888e+04       1.694166565084e-06       1.136173229554e+14       3.267602819171e-05       1.237530648162e+28       1.497122533427e+21       7.485612667133e+21       2.847616560733e+27       9.492055202444e+26       3.808819787004e-08       5.713792568315e+27       2.093672459340e+28       1.030370488456e-04       1.062692641330e-01 
       8.132325482953e+09       1.142879600151e-17       5.699271787307e-05       1.426906215368e+14       1.387395652849e+04       1.706025730999e-06       1.128275302399e+14       3.290476035929e-05       1.203477793389e+28       1.466118032491e+21       7.330590162457e+21       2.769259331087e+27       9.230864436957e+26       3.808819787004e-08       5.556567412864e+27       2.036061347455e+28       1.031134295251e-04       1.061905501309e-01 
       8.075794918474e+09       1.158935914497e-17       5.739166772400e-05       1.407137344951e+14       1.387395652809e+04       1.717967911076e-06       1.120432276425e+14       3.313509365163e-05       1.170361963424e+28       1.435755615993e+21       7.178778079964e+21       2.693058239849e+27       8.976860799496e+26       3.808819787004e-08       5.403668586941e+27       1.980035507556e+28       1.031898102078e-04       1.061119526869e-01 
       8.019657317204e+09       1.175217803979e-17       5.779340790468e-05       1.387642359569e+14       1.387395652769e+04       1.729993686413e-06       1.112643769997e+14       3.336703927659e-05       1.138157374364e+28       1.406021986751e+21       7.030109933753e+21       2.618953957038e+27       8.729846523461e+26       3.808819787004e-08       5.254977043901e+27       1.925551318071e+28       1.032661908937e-04       1.060334715426e-01 
       7.963909947521e+09       1.191728437702e-17       5.819796206197e-05       1.368417464720e+14       1.387395652728e+04       1.742103642176e-06       1.104909404130e+14       3.360060852050e-05       1.106838951797e+28       1.376904122962e+21       6.884520614809e+21       2.546888785246e+27       8.489629284154e+26       3.808819787004e-08       5.110377012879e+27       1.872566357752e+28       1.033425715827e-04       1.059551064404e-01 
       7.908550096794e+09       1.208471029292e-17       5.860534838575e-05       1.349458918473e+14       1.387395652687e+04       1.754298367629e-06       1.097228802474e+14       3.383581274867e-05       1.076382311277e+28       1.348389272497e+21       6.741946362483e+21       2.476806614710e+27       8.256022049032e+26       3.808819787004e-08       4.969755908653e+27       1.821039372647e+28       1.034189522750e-04       1.058768571233e-01 
       7.853575071245e+09       1.225448837525e-17       5.901558506594e-05       1.330763030738e+14       1.387395652646e+04       1.766578456160e-06       1.089601591296e+14       3.407266340601e-05       1.046763739340e+28       1.320464947314e+21       6.602324736572e+21       2.408652879625e+27       8.028842932083e+26       3.808819787004e-08       4.833004243980e+27       1.770930243979e+28       1.034953329705e-04       1.057987233354e-01 
       7.798982195825e+09       1.242665166960e-17       5.942869393039e-05       1.312326162550e+14       1.387395652605e+04       1.778944505310e-06       1.082027399462e+14       3.431117201749e-05       1.017960175039e+28       1.293118917994e+21       6.465594589971e+21       2.342374515664e+27       7.807915052215e+26       3.808819787004e-08       4.700015544357e+27       1.722199956912e+28       1.035717136692e-04       1.057207048212e-01 
       7.744768814077e+09       1.260123368580e-17       5.984469498799e-05       1.294144725358e+14       1.387395652563e+04       1.791397116803e-06       1.074505858415e+14       3.455135018880e-05       9.899491919912e+27       1.266339208379e+21       6.331696041895e+21       2.277919918659e+27       7.593066395530e+26       3.808819787004e-08       4.570686265113e+27       1.674810570172e+28       1.036480943713e-04       1.056428013262e-01 
       7.690932288011e+09       1.277826840447e-17       6.026360824762e-05       1.276215180330e+14       1.387395652522e+04       1.803936896576e-06       1.067036602161e+14       3.479320960685e-05       9.627089809151e+27       1.240114090331e+21       6.200570451654e+21       2.215238904421e+27       7.384129681402e+26       3.808819787004e-08       4.444915710794e+27       1.628725186505e+28       1.037244750766e-04       1.055650125965e-01 
       7.637469997975e+09       1.295779028361e-17       6.068545371818e-05       1.258534037661e+14       1.387395652479e+04       1.816564454807e-06       1.059619267252e+14       3.503676204036e-05       9.362183326503e+27       1.214432078594e+21       6.072160392969e+21       2.154282669668e+27       7.180942232225e+26       3.808819787004e-08       4.322605956761e+27       1.583907923952e+28       1.038008557853e-04       1.054873383789e-01 
       7.584379342528e+09       1.313983426535e-17       6.111025140854e-05       1.241097855896e+14       1.387395652437e+04       1.829280405945e-06       1.052253492764e+14       3.528201934043e-05       9.104566216440e+27       1.189281925766e+21       5.946409628828e+21       2.095003754028e+27       6.983345846759e+26       3.808819787004e-08       4.203661772944e+27       1.540323887910e+28       1.038772364973e-04       1.054097784213e-01 
       7.531657738310e+09       1.332443578269e-17       6.153802314657e-05       1.223903241258e+14       1.387395652394e+04       1.842085368740e-06       1.044938920284e+14       3.552899344112e-05       8.854037898924e+27       1.164652617370e+21       5.823263086850e+21       2.037356003085e+27       6.791186676950e+26       3.808819787004e-08       4.087990549697e+27       1.497939143962e+28       1.039536172128e-04       1.053323324719e-01 
       7.479302619921e+09       1.351163076645e-17       6.196878894116e-05       1.206946846989e+14       1.387395652351e+04       1.854979966274e-06       1.037675193888e+14       3.577769636002e-05       8.610403313232e+27       1.140533367035e+21       5.702666835173e+21       1.981294532445e+27       6.604315108148e+26       3.808819787004e-08       3.975502225696e+27       1.456720691457e+28       1.040299979316e-04       1.052550002799e-01 
       7.427311439792e+09       1.370145565222e-17       6.240257062018e-05       1.190225372699e+14       1.387395652308e+04       1.867964825990e-06       1.030461960129e+14       3.602814019887e-05       8.373472766082e+27       1.116913611766e+21       5.584568058828e+21       1.926775692785e+27       6.422585642617e+26       3.808819787004e-08       3.866109217812e+27       1.416636437816e+28       1.041063786539e-04       1.051777815953e-01 
       7.375681668066e+09       1.389394738750e-17       6.283938819251e-05       1.173735563721e+14       1.387395652264e+04       1.881040579724e-06       1.023298868015e+14       3.628033714408e-05       8.143061783942e+27       1.093783007323e+21       5.468915036615e+21       1.873757035874e+27       6.245856786247e+26       3.808819787004e-08       3.759726352922e+27       1.377655173544e+28       1.041827593797e-04       1.051006761685e-01 
       7.324410792469e+09       1.408914343885e-17       6.327926530503e-05       1.157474210481e+14       1.387395652220e+04       1.894207863733e-06       1.016185568993e+14       3.653429946740e-05       7.918990969396e+27       1.071131423689e+21       5.355657118446e+21       1.822197281518e+27       6.073990938393e+26       3.808819787004e-08       3.656270801593e+27       1.339746547930e+28       1.042591401090e-04       1.050236837509e-01 
       7.273496318192e+09       1.428708179920e-17       6.372222014761e-05       1.141438147872e+14       1.387395652176e+04       1.907467318729e-06       1.009121716936e+14       3.679003952648e-05       7.701085861467e+27       1.048948940633e+21       5.244744703167e+21       1.772056285420e+27       5.906854284732e+26       3.808819787004e-08       3.555662013589e+27       1.302881045417e+28       1.043355208417e-04       1.049468040947e-01 
       7.222935767768e+09       1.448780099524e-17       6.416827454814e-05       1.125624254635e+14       1.387395652131e+04       1.920819589910e-06       1.002106968121e+14       3.704756976544e-05       7.489176799781e+27       1.027225843367e+21       5.136129216833e+21       1.723295007925e+27       5.744316693085e+26       3.808819787004e-08       3.457821655161e+27       1.267029962622e+28       1.044119015781e-04       1.048700369525e-01 
       7.172726680952e+09       1.469134009492e-17       6.461745215347e-05       1.110029452756e+14       1.387395652086e+04       1.934265326988e-06       9.951409812142e+13       3.730690271554e-05       7.283098792471e+27       1.005952618288e+21       5.029763091439e+21       1.675875483626e+27       5.586251612086e+26       3.808819787004e-08       3.362673548049e+27       1.232165385986e+28       1.044882823180e-04       1.047933820780e-01 
       7.122866614600e+09       1.489773871506e-17       6.506977479148e-05       1.094650706865e+14       1.387395652041e+04       1.947805184225e-06       9.882234172550e+13       3.756805099576e-05       7.082691387716e+27       9.851199488160e+20       4.925599744080e+21       1.629760791798e+27       5.432535972660e+26       3.808819787004e-08       3.270143610174e+27       1.198260170041e+28       1.045646630615e-04       1.047168392254e-01 
       7.073353142552e+09       1.510703702906e-17       6.552526247106e-05       1.079485023645e+14       1.387395651995e+04       1.961439820462e-06       9.813539396392e+13       3.783102731339e-05       6.887798548808e+27       9.647187113117e+20       4.823593556558e+21       1.584915027658e+27       5.283050092192e+26       3.808819787004e-08       3.180159797957e+27       1.165287916274e+28       1.046410438087e-04       1.046404081497e-01 
       7.024183855514e+09       1.531927577472e-17       6.598394065804e-05       1.064529451248e+14       1.387395651950e+04       1.975169899152e-06       9.745322141021e+13       3.809584446470e-05       6.698268532672e+27       9.447399710799e+20       4.723699855400e+21       1.541303274404e+27       5.137677581348e+26       3.808819787004e-08       3.092652050227e+27       1.133222952574e+28       1.047174245595e-04       1.045640886065e-01 
       6.975356360937e+09       1.553449626213e-17       6.644582754234e-05       1.049781078724e+14       1.387395651903e+04       1.988996088392e-06       9.677579087028e+13       3.836251533550e-05       6.513953771707e+27       9.251749784582e+20       4.625874892291e+21       1.498891576036e+27       4.996305253455e+26       3.808819787004e-08       3.007552233669e+27       1.102040313246e+28       1.047938053140e-04       1.044878803523e-01 
       6.926868282907e+09       1.575274038180e-17       6.691094858979e-05       1.035237035451e+14       1.387395651857e+04       2.002919060956e-06       9.610306938078e+13       3.863105290183e-05       6.334710758902e+27       9.060151649841e+20       4.530075824921e+21       1.457646910911e+27       4.858823036370e+26       3.808819787004e-08       2.924794089780e+27       1.071715719568e+28       1.048701860722e-04       1.044117831441e-01 
