# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:gr.fac. D             18:gr.fac. f          
       5.290304021096e+05       2.694686299613e-09       8.746482268398e-01       6.058514332161e+05       1.387308193725e+04       2.622355096868e-02       7.339295988846e+09       5.048012992903e-01       2.155285851977e+11       4.036166125213e+08       2.018083062606e+09       4.959414860794e+10       1.653138178125e+10       3.808819787004e-08       9.951152564921e+10       3.670559591300e+11       2.104948943647e-04       6.119904652274e-02 
       5.253528824727e+05       2.732502262563e-09       8.807606491446e-01       5.974714497293e+05       1.387307582483e+04       2.640710631001e-02       7.288274246412e+09       5.083278236388e-01       2.095978659153e+11       3.952578617632e+08       1.976289308816e+09       4.822946202418e+10       1.607648626840e+10       3.808819787004e-08       9.677325813149e+10       3.569721332416e+11       2.105848056317e-04       6.124076317663e-02 
       5.217009265292e+05       2.770848622655e-09       8.869157167701e-01       5.892074699997e+05       1.387306966976e+04       2.659194640521e-02       7.237607173589e+09       5.118789344479e-01       2.038303423089e+11       3.870722169936e+08       1.935361084968e+09       4.690232753773e+10       1.563410812112e+10       3.808819787004e-08       9.411033955495e+10       3.471654427035e+11       2.106748169371e-04       6.128291489397e-02 
       5.180743565775e+05       2.809732812906e-09       8.931137262516e-01       5.810578875339e+05       1.387306347175e+04       2.677808024570e-02       7.187292304950e+09       5.154548024359e-01       1.982215237303e+11       3.790560932739e+08       1.895280466369e+09       4.561171182924e+10       1.520390289961e+10       3.808819787004e-08       9.152069654620e+10       3.376282686654e+11       2.107649290180e-04       6.132550451217e-02 
       5.144729961507e+05       2.849162370367e-09       8.993549761763e-01       5.730211180905e+05       1.387305723050e+04       2.696551688580e-02       7.137327192204e+09       5.190555994966e-01       1.927670431005e+11       3.712059799078e+08       1.856029899539e+09       4.435661001312e+10       1.478553564203e+10       3.808819787004e-08       8.900231278471e+10       3.283532017777e+11       2.108551426171e-04       6.136853488718e-02 
       5.108966700088e+05       2.889144937581e-09       9.056397671884e-01       5.650955993724e+05       1.387305094571e+04       2.715426544316e-02       7.087709404078e+09       5.226814987077e-01       1.874626535087e+11       3.635184389034e+08       1.817592194517e+09       4.313604485513e+10       1.437868060363e+10       3.808819787004e-08       8.655322743284e+10       3.193330364300e+11       2.109454584826e-04       6.141200889367e-02 
       5.073452041302e+05       2.929688264053e-09       9.119684020134e-01       5.572797907223e+05       1.387304461708e+04       2.734433509927e-02       7.038436526203e+09       5.263326743384e-01       1.823042249061e+11       3.559901034682e+08       1.779950517341e+09       4.194906601151e+10       1.398302100314e+10       3.808819787004e-08       8.417153360914e+10       3.105607651475e+11       2.110358773679e-04       6.145592942505e-02 
       5.038184257026e+05       2.970800207747e-09       9.183411854665e-01       5.495721728236e+05       1.387303824429e+04       2.753573509983e-02       6.989506160990e+09       5.300093018577e-01       1.772877408901e+11       3.486176765337e+08       1.743088382668e+09       4.079474928901e+10       1.359824877617e+10       3.808819787004e-08       8.185537690369e+10       3.020295731420e+11       2.111264000323e-04       6.150029939367e-02 
       5.003161631151e+05       3.012488736598e-09       9.247584244658e-01       5.419712474039e+05       1.387303182705e+04       2.772847475525e-02       6.940915927518e+09       5.337115579423e-01       1.724092955772e+11       3.413979293122e+08       1.706989646561e+09       3.967219592532e+10       1.322406433528e+10       3.808819787004e-08       7.960295393417e+10       2.937328330125e+11       2.112170272404e-04       6.154512173087e-02 
       4.968382459499e+05       3.054761930049e-09       9.312204280468e-01       5.344755369443e+05       1.387302536505e+04       2.792256344108e-02       6.892663461415e+09       5.374396204851e-01       1.676650905615e+11       3.343276998826e+08       1.671638499413e+09       3.858053188933e+10       1.286017633677e+10       3.808819787004e-08       7.741251094180e+10       2.856640995919e+11       2.113077597626e-04       6.159039938711e-02 
       4.933845049735e+05       3.097627980612e-09       9.377275073821e-01       5.270835843915e+05       1.387301885797e+04       2.811801059846e-02       6.844746414747e+09       5.411936686031e-01       1.630514319578e+11       3.274038918052e+08       1.637019459026e+09       3.751890720053e+10       1.250630145380e+10       3.808819787004e-08       7.528234242582e+10       2.778171049350e+11       2.113985983748e-04       6.163613533210e-02 
       4.899547721292e+05       3.141095195442e-09       9.442799757890e-01       5.197939528741e+05       1.387301230550e+04       2.831482573461e-02       6.797162455900e+09       5.449738826459e-01       1.585647275250e+11       3.206234727660e+08       1.603117363830e+09       3.648649526728e+10       1.216216415583e+10       3.808819787004e-08       7.321078981561e+10       2.701857534445e+11       2.114895438587e-04       6.168233255488e-02 
       4.865488805281e+05       3.185171997940e-09       9.508781487493e-01       5.126052254236e+05       1.387300570733e+04       2.851301842325e-02       6.749909269468e+09       5.487804442039e-01       1.542014838696e+11       3.139834732489e+08       1.569917366244e+09       3.548249224319e+10       1.182749649406e+10       3.808819787004e-08       7.119624017929e+10       2.627641171316e+11       2.115805970017e-04       6.172899406397e-02 
       4.831666644418e+05       3.229866929378e-09       9.575223439224e-01       5.055160046982e+05       1.387299906314e+04       2.871259830511e-02       6.702984556138e+09       5.526135361168e-01       1.499583037255e+11       3.074809852344e+08       1.537404926172e+09       3.450611640123e+10       1.150203789283e+10       3.808819787004e-08       6.923712496790e+10       2.555464310060e+11       2.116717585969e-04       6.177612288744e-02 
       4.798079592936e+05       3.275188650544e-09       9.642128811538e-01       4.985249127110e+05       1.387299237260e+04       2.891357508835e-02       6.656386032585e+09       5.564733424819e-01       1.458318833087e+11       3.011131609270e+08       1.505565804635e+09       3.355660752513e+10       1.118553494670e+10       3.808819787004e-08       6.733191879412e+10       2.485270885935e+11       2.117630294435e-04       6.182372207306e-02 
       4.764726016511e+05       3.321145943409e-09       9.709500825047e-01       4.916305905620e+05       1.387298563540e+04       2.911595854906e-02       6.610111431352e+09       5.603600486628e-01       1.418190097453e+11       2.948772115074e+08       1.474386057537e+09       3.263322631738e+10       1.087774122318e+10       3.808819787004e-08       6.547913824457e+10       2.417006375763e+11       2.118544103463e-04       6.187179468841e-02 
       4.731604292178e+05       3.367747712825e-09       9.777342722518e-01       4.848316981737e+05       1.387297885121e+04       2.931975853176e-02       6.564158500745e+09       5.642738412975e-01       1.379165585700e+11       2.887704059111e+08       1.443852029555e+09       3.173525382369e+10       1.057841707085e+10       3.808819787004e-08       6.367734072488e+10       2.350617755540e+11       2.119459021161e-04       6.192034382097e-02 
       4.698712808254e+05       3.415002988233e-09       9.845657769092e-01       4.781269140303e+05       1.387297201970e+04       2.952498494981e-02       6.518525004724e+09       5.682149083078e-01       1.341214912928e+11       2.827900696326e+08       1.413950348163e+09       3.086199087319e+10       1.028732943274e+10       3.808819787004e-08       6.192512333641e+10       2.286053459202e+11       2.120375055697e-04       6.196937257826e-02 
       4.666049964260e+05       3.462920925409e-09       9.914449252465e-01       4.715149349206e+05       1.387296514055e+04       2.973164778596e-02       6.473208722791e+09       5.721834389070e-01       1.304308530338e+11       2.769335835543e+08       1.384667917771e+09       3.001275753402e+10       1.000425166491e+10       3.808819787004e-08       6.022112178399e+10       2.223263338531e+11       2.121292215297e-04       6.201888408795e-02 
       4.633614170842e+05       3.511510808225e-09       9.983720482978e-01       4.649944756841e+05       1.387295821343e+04       2.993975709280e-02       6.428207449883e+09       5.761796236095e-01       1.268417702224e+11       2.711983827986e+08       1.355991913993e+09       2.918689258396e+10       9.728963359948e+09       3.808819787004e-08       5.856400931364e+10       2.162198624168e+11       2.122210508251e-04       6.206888149797e-02 
       4.601403849694e+05       3.560782050436e-09       1.005347479382e+00       4.585642689617e+05       1.387295123800e+04       3.014932299324e-02       6.383518996266e+09       5.802036542390e-01       1.233514483596e+11       2.655819556056e+08       1.327909778028e+09       2.838375299560e+10       9.461250175393e+09       3.808819787004e-08       5.695249567959e+10       2.102811887684e+11       2.123129942906e-04       6.211936797664e-02 
       4.569417433481e+05       3.610744197498e-09       1.012371554116e+00       4.522230649484e+05       1.387294421392e+04       3.036035568105e-02       6.339141187427e+09       5.842557239375e-01       1.199571698426e+11       2.600818422324e+08       1.300409211162e+09       2.760271343567e+10       9.200903666819e+09       3.808819787004e-08       5.538532613966e+10       2.045057004713e+11       2.124050527673e-04       6.217034671278e-02 
       4.537653365766e+05       3.661406928402e-09       1.019444610425e+00       4.459696311502e+05       1.387293714087e+04       3.057286542129e-02       6.295071863969e+09       5.883360271743e-01       1.166562918486e+11       2.546956338763e+08       1.273478169381e+09       2.684316577813e+10       8.947721125553e+09       3.808819787004e-08       5.386128047832e+10       1.988889119083e+11       2.124972271023e-04       6.222182091582e-02 
       4.506110100927e+05       3.712780057540e-09       1.026566988576e+00       4.398027521450e+05       1.387293001849e+04       3.078686255086e-02       6.251308881507e+09       5.924447597547e-01       1.134462442772e+11       2.494209716193e+08       1.247104858097e+09       2.610451863073e+10       8.701505420843e+09       3.808819787004e-08       5.237917205664e+10       1.934264607943e+11       2.125895181491e-04       6.227379381591e-02 
       4.474786104088e+05       3.764873536597e-09       1.033739031167e+00       4.337212293450e+05       1.387292284645e+04       3.100235747898e-02       6.207850110560e+09       5.965821188293e-01       1.103245277493e+11       2.442555453957e+08       1.221277726978e+09       2.538619687450e+10       8.462064846369e+09       3.808819787004e-08       5.093784688834e+10       1.881141047845e+11       2.126819267672e-04       6.232626866410e-02 
       4.443679851044e+05       3.817697456463e-09       1.040961083170e+00       4.277238807644e+05       1.387291562440e+04       3.121936068769e-02       6.164693436452e+09       6.007483029030e-01       1.072887116610e+11       2.391970929798e+08       1.195985464899e+09       2.468764121598e+10       8.229212970983e+09       3.808819787004e-08       4.953618274128e+10       1.829477181761e+11       2.127744538228e-04       6.237924873236e-02 
       4.412789828183e+05       3.871262049179e-09       1.048233491925e+00       4.218095407891e+05       1.387290835199e+04       3.143788273238e-02       6.121836759205e+09       6.049435118437e-01       1.043364322912e+11       2.342433989957e+08       1.171216994978e+09       2.400830775177e+10       8.002768493548e+09       3.808819787004e-08       4.817308826375e+10       1.779232887007e+11       2.128671001880e-04       6.243273731380e-02 
       4.382114532415e+05       3.925577689907e-09       1.055556607174e+00       4.159770599497e+05       1.387290102887e+04       3.165793424229e-02       6.079277993439e+09       6.091679468921e-01       1.014653909611e+11       2.293922939464e+08       1.146961469732e+09       2.334766754500e+10       7.782555101780e+09       3.808819787004e-08       4.684750213466e+10       1.730369144044e+11       2.129598667417e-04       6.248673772270e-02 
       4.351652471101e+05       3.980654898926e-09       1.062930781060e+00       4.102253046983e+05       1.387289365470e+04       3.187952592102e-02       6.037015068272e+09       6.134218106706e-01       9.867335224451e+10       2.246416532643e+08       1.123208266322e+09       2.270520621353e+10       7.568401334967e+09       3.808819787004e-08       4.555839223723e+10       1.682848006149e+11       2.130527543690e-04       6.254125329472e-02 
       4.321402161973e+05       4.036504343661e-09       1.070356368158e+00       4.045531571877e+05       1.387288622911e+04       3.210266854707e-02       5.995045927215e+09       6.177053071926e-01       9.595814222739e+10       2.199893963805e+08       1.099946981902e+09       2.208042352945e+10       7.360140450472e+09       3.808819787004e-08       4.430475485538e+10       1.636632569905e+11       2.131457639617e-04       6.259628738695e-02 
       4.291362133072e+05       4.093136840729e-09       1.077833725483e+00       3.989595150535e+05       1.387287875175e+04       3.232737297434e-02       5.953368528077e+09       6.220186418720e-01       9.331764681509e+10       2.154334858135e+08       1.077167429067e+09       2.147283302957e+10       7.157610293905e+09       3.808819787004e-08       4.308561389221e+10       1.591686946518e+11       2.132388964178e-04       6.265184337805e-02 
       4.261530922668e+05       4.150563358031e-09       1.085363212511e+00       3.934432912006e+05       1.387287122227e+04       3.255365013269e-02       5.911980842859e+09       6.263620215324e-01       9.074981008639e+10       2.109719262769e+08       1.054859631385e+09       2.088196163670e+10       6.960653172865e+09       3.808819787004e-08       4.190002011004e+10       1.547976233908e+11       2.133321526424e-04       6.270792466840e-02 
       4.231907079192e+05       4.208795016853e-09       1.092945191191e+00       3.880034135908e+05       1.387286364029e+04       3.278151102842e-02       5.870880857663e+09       6.307356544169e-01       8.825263269271e+10       2.066027638060e+08       1.033013819030e+09       2.030734929126e+10       6.769115734169e+09       3.808819787004e-08       4.074705039127e+10       1.505466489581e+11       2.134255335467e-04       6.276453468019e-02 
       4.202489161166e+05       4.267843094013e-09       1.100580025968e+00       3.826388250344e+05       1.387285600545e+04       3.301096674485e-02       5.830066572590e+09       6.351397501972e-01       8.582417030146e+10       2.023240849012e+08       1.011620424506e+09       1.974854859313e+10       6.582848844438e+09       3.808819787004e-08       3.962580701971e+10       1.464124704237e+11       2.135190400490e-04       6.282167685757e-02 
       4.173275737133e+05       4.327719024031e-09       1.108268083792e+00       3.773484829850e+05       1.387284831740e+04       3.324202844286e-02       5.789536001640e+09       6.395745199838e-01       8.346253208212e+10       1.981340156909e+08       9.906700784546e+08       1.920512445326e+10       6.401707473993e+09       3.808819787004e-08       3.853541698155e+10       1.423918776111e+11       2.136126730742e-04       6.287935466673e-02 
       4.144265385586e+05       4.388434401323e-09       1.116009734144e+00       3.721313593360e+05       1.387284057574e+04       3.347470736138e-02       5.749287172622e+09       6.440401763350e-01       8.116587923404e+10       1.940307211103e+08       9.701536055513e+08       1.867665375491e+10       6.225550583925e+09       3.808819787004e-08       3.747503128566e+10       1.384817486013e+11       2.137064335539e-04       6.293757159609e-02 
       4.115456694898e+05       4.450000982439e-09       1.123805349045e+00       3.669864402210e+05       1.387283278013e+04       3.370901481800e-02       5.709318127052e+09       6.485369332672e-01       7.893242355474e+10       1.900124040976e+08       9.500620204880e+08       1.816272502424e+10       6.054241016285e+09       3.808819787004e-08       3.644382430255e+10       1.346790473061e+11       2.138003224267e-04       6.299633115636e-02 
       4.086848263257e+05       4.512430688321e-09       1.131655303077e+00       3.619127258165e+05       1.387282493018e+04       3.394496220948e-02       5.669626920060e+09       6.530650062642e-01       7.676042604763e+10       1.860773048076e+08       9.303865240378e+08       1.766293810990e+10       5.887645387295e+09       3.808819787004e-08       3.544099312152e+10       1.309808211079e+11       2.138943406379e-04       6.305563688071e-02 
       4.058438698593e+05       4.575735606599e-09       1.139559973402e+00       3.569092301469e+05       1.387281702551e+04       3.418256101233e-02       5.630211620298e+09       6.576246122875e-01       7.464819556798e+10       1.822236998403e+08       9.111184992013e+08       1.717690387148e+10       5.725633983487e+09       3.808819787004e-08       3.446575692554e+10       1.273841985641e+11       2.139884891400e-04       6.311549232487e-02 
       4.030226618515e+05       4.639927993911e-09       1.147519739778e+00       3.519749808935e+05       1.387280906574e+04       3.442182278333e-02       5.591070309841e+09       6.622159697858e-01       7.259408750621e+10       1.784499014865e+08       8.922495074326e+08       1.670424387655e+10       5.568080660713e+09       3.808819787004e-08       3.351735638328e+10       1.238863871750e+11       2.140827688921e-04       6.317590106725e-02 
       4.002210650241e+05       4.705020278267e-09       1.155534984571e+00       3.471090192045e+05       1.387280105049e+04       3.466275916012e-02       5.552201084097e+09       6.668392987053e-01       7.059650250737e+10       1.747542569888e+08       8.737712849439e+08       1.624459010595e+10       5.414862745930e+09       3.808819787004e-08       3.259505305787e+10       1.204846712131e+11       2.141771808607e-04       6.323686670912e-02 
       3.974389430530e+05       4.771025061434e-09       1.163606092783e+00       3.423103995091e+05       1.387279297939e+04       3.490538186178e-02       5.513602051713e+09       6.714948204997e-01       6.865388522588e+10       1.711351478172e+08       8.556757390859e+08       1.579758466731e+10       5.265860941678e+09       3.808819787004e-08       3.169812883199e+10       1.171764096121e+11       2.142717260193e-04       6.329839287466e-02 
       3.946761605619e+05       4.837955121363e-09       1.171733452060e+00       3.375781893330e+05       1.387278485203e+04       3.514970268935e-02       5.475271334484e+09       6.761827581400e-01       6.676472311454e+10       1.675909889608e+08       8.379549448042e+08       1.536287951637e+10       5.120959233204e+09       3.808819787004e-08       3.082588534871e+10       1.139590339134e+11       2.143664053485e-04       6.336048321115e-02 
       3.919325831155e+05       4.905823414645e-09       1.179917452719e+00       3.329114691174e+05       1.387277666803e+04       3.539573352646e-02       5.437207067261e+09       6.809033361251e-01       6.492754524681e+10       1.641202282336e+08       8.206011411682e+08       1.494013618596e+10       4.980044798124e+09       3.808819787004e-08       2.997764346776e+10       1.108300462699e+11       2.144612198360e-04       6.342314138904e-02 
       3.892080772131e+05       4.974643079002e-09       1.188158487759e+00       3.283093320398e+05       1.387276842699e+04       3.564348633985e-02       5.399407397861e+09       6.856567804918e-01       6.314092117161e+10       1.607213455944e+08       8.036067279720e+08       1.452902552252e+10       4.843007918584e+09       3.808819787004e-08       2.915274273675e+10       1.077870175044e+11       2.145561704769e-04       6.348637110215e-02 
       3.865025102819e+05       5.044427435810e-09       1.196456952879e+00       3.237708838377e+05       1.387276012853e+04       3.589297318001e-02       5.361870486974e+09       6.904433188251e-01       6.140345979949e+10       1.573928524813e+08       7.869642624063e+08       1.412922742978e+10       4.709741895832e+09       3.808819787004e-08       2.835054087689e+10       1.048275852210e+11       2.146512582736e-04       6.355017606773e-02 
       3.838157506705e+05       5.115189992668e-09       1.204813246501e+00       3.192952426346e+05       1.387275177223e+04       3.614420618172e-02       5.324594508077e+09       6.952631802685e-01       5.971380831954e+10       1.541332911597e+08       7.706664557985e+08       1.374043061956e+10       4.580142967138e+09       3.808819787004e-08       2.757041328300e+10       1.019494519691e+11       2.147464842357e-04       6.361456002663e-02 
       3.811476676431e+05       5.186944445987e-09       1.213227769789e+00       3.148815387683e+05       1.387274335771e+04       3.639719756466e-02       5.287577647345e+09       7.001165955347e-01       5.807065114611e+10       1.509412340841e+08       7.547061704205e+08       1.336233236938e+10       4.454110225010e+09       3.808819787004e-08       2.681175253710e+10       9.915038345709e+10       2.148418493803e-04       6.367952674342e-02 
       3.784981313722e+05       5.259704683624e-09       1.221700926659e+00       3.105289146220e+05       1.387273488455e+04       3.665195963399e-02       5.250818103559e+09       7.050037969158e-01       5.647270889446e+10       1.478152832727e+08       7.390764163633e+08       1.299463828674e+10       4.331545538622e+09       3.808819787004e-08       2.607396793551e+10       9.642820681634e+10       2.149373547321e-04       6.374508000651e-02 
       3.758670129331e+05       5.333484787554e-09       1.230233123806e+00       3.062365244573e+05       1.387272635236e+04       3.690850478097e-02       5.214314088024e+09       7.099250182941e-01       5.491873738462e+10       1.447540696950e+08       7.237703484751e+08       1.263706207995e+10       4.212353477408e+09       3.808819787004e-08       2.535648502893e+10       9.378080891166e+10       2.150330013231e-04       6.381122362829e-02 
       3.732541842971e+05       5.408299036575e-09       1.238824770722e+00       3.020035342493e+05       1.387271776071e+04       3.716684548356e-02       5.178063824475e+09       7.148804951527e-01       5.340752667268e+10       1.417562526727e+08       7.087812633636e+08       1.228932533519e+10       4.096441236764e+09       3.808819787004e-08       2.465874517514e+10       9.120613469905e+10       2.151287901930e-04       6.387796144527e-02 
       3.706595183258e+05       5.484161909051e-09       1.247476279706e+00       2.978291215249e+05       1.387270910920e+04       3.742699430698e-02       5.142065548998e+09       7.198704645858e-01       5.193790010872e+10       1.388205192922e+08       6.941025964608e+08       1.195115729974e+10       3.983718565786e+09       3.808819787004e-08       2.398020510409e+10       8.870218562830e+10       2.152247223890e-04       6.394529731818e-02 
       3.680828887641e+05       5.561088085695e-09       1.256188065898e+00       2.937124752026e+05       1.387270039741e+04       3.768896390438e-02       5.106317509939e+09       7.248951653103e-01       5.050871342063e+10       1.359455838294e+08       6.797279191471e+08       1.162229467118e+10       3.874097697000e+09       3.808819787004e-08       2.332033649483e+10       8.626701808961e+10       2.153207989661e-04       6.401323513213e-02 
       3.655241702349e+05       5.639092452388e-09       1.264960547283e+00       2.896527954343e+05       1.387269162493e+04       3.795276701743e-02       5.070817967819e+09       7.299548376756e-01       4.911885382321e+10       1.331301871873e+08       6.656509359367e+08       1.130248139237e+10       3.767493278028e+09       3.808819787004e-08       2.267862556423e+10       8.389874190293e+10       2.154170209871e-04       6.408177879674e-02 
       3.629832382325e+05       5.718190103042e-09       1.273794144721e+00       2.856492934505e+05       1.387268279133e+04       3.821841647694e-02       5.035565195253e+09       7.350497236755e-01       4.776723915173e+10       1.303730963440e+08       6.518654817199e+08       1.099146845208e+10       3.663822305128e+09       3.808819787004e-08       2.205457266691e+10       8.159551884878e+10       2.155133895224e-04       6.415093224626e-02 
       3.604599691167e+05       5.798396342497e-09       1.282689281961e+00       2.817011914060e+05       1.387267389620e+04       3.848592520347e-02       5.000557476864e+09       7.401800669585e-01       4.645281701935e+10       1.276731038127e+08       6.383655190634e+08       1.068901369112e+10       3.563004058572e+09       3.808819787004e-08       2.144769190620e+10       7.935556123954e+10       2.156099056503e-04       6.422069943970e-02 
       3.579542401069e+05       5.879726689458e-09       1.291646385660e+00       2.778077222290e+05       1.387266493909e+04       3.875530620798e-02       4.965793109196e+09       7.453461128391e-01       4.517456399773e+10       1.250290271132e+08       6.251451355662e+08       1.039488161379e+10       3.464960039793e+09       3.808819787004e-08       2.085751075584e+10       7.717713053004e+10       2.157065704572e-04       6.429108436099e-02 
       3.554659292757e+05       5.962196879484e-09       1.300665885408e+00       2.739681294718e+05       1.387265591959e+04       3.902657259245e-02       4.931270400637e+09       7.505481083088e-01       4.393148482019e+10       1.224397082540e+08       6.121985412699e+08       1.010884320451e+10       3.369613910266e+09       3.808819787004e-08       2.028356969207e+10       7.505853596629e+10       2.158033850373e-04       6.436209101908e-02 
       3.529949155436e+05       6.045822868001e-09       1.309748213744e+00       2.701816671638e+05       1.387264683727e+04       3.929973755051e-02       4.896987671333e+09       7.557863020476e-01       4.272261160674e+10       1.199040132247e+08       5.995200661236e+08       9.830675749509e+09       3.276891432073e+09       3.808819787004e-08       1.972542183583e+10       7.299813327143e+10       2.159003504928e-04       6.443372344810e-02 
       3.505410786724e+05       6.130620833370e-09       1.318893806168e+00       2.664475996660e+05       1.387263769167e+04       3.957481436811e-02       4.862943253108e+09       7.610609444347e-01       4.154700311054e+10       1.174208315000e+08       5.871041575000e+08       9.560162663448e+09       3.186720410098e+09       3.808819787004e-08       1.918263260481e+10       7.099432336780e+10       2.159974679341e-04       6.450598570748e-02 
       3.481042992600e+05       6.216607179993e-09       1.328103101181e+00       2.627652015282e+05       1.387262848238e+04       3.985181642413e-02       4.829135489382e+09       7.663722875604e-01       4.040374398502e+10       1.149890755528e+08       5.749453777641e+08       9.297093320743e+09       3.099030635815e+09       3.808819787004e-08       1.865477937509e+10       6.904555113418e+10       2.160947384796e-04       6.457888188209e-02 
       3.456844587343e+05       6.303798541463e-09       1.337376540285e+00       2.591337573477e+05       1.387261920894e+04       4.013075719104e-02       4.795562735088e+09       7.717205852372e-01       3.929194407117e+10       1.126076803783e+08       5.630384018914e+08       9.041262891593e+09       3.013753832625e+09       3.808819787004e-08       1.814145115210e+10       6.715030419714e+10       2.161921632561e-04       6.465241608237e-02 
       3.432814393472e+05       6.392211783757e-09       1.346714568012e+00       2.555525616301e+05       1.387260987091e+04       4.041165023556e-02       4.762223356599e+09       7.771060930112e-01       3.821073770447e+10       1.102756030273e+08       5.513780151363e+08       8.792472182495e+09       2.930823602696e+09       3.808819787004e-08       1.764224825058e+10       6.530711175571e+10       2.162897433984e-04       6.472659244447e-02 
       3.408951241694e+05       6.481864008469e-09       1.356117631945e+00       2.520209186522e+05       1.387260046785e+04       4.069450921934e-02       4.729115731640e+09       7.825290681738e-01       3.715928304087e+10       1.079918221495e+08       5.399591107477e+08       8.550527481149e+09       2.850175375261e+09       3.808819787004e-08       1.715678198340e+10       6.351454343832e+10       2.163874800498e-04       6.480141513039e-02 
       3.385253970841e+05       6.572772556102e-09       1.365586182739e+00       2.485381423266e+05       1.387259099930e+04       4.097934789956e-02       4.696238249214e+09       7.879897697734e-01       3.613676140132e+10       1.057553375466e+08       5.287766877329e+08       8.315240405632e+09       2.771746356348e+09       3.808819787004e-08       1.668467435894e+10       6.177120819117e+10       2.164853743621e-04       6.487688832811e-02 
       3.361721427820e+05       6.664955009386e-09       1.375120674134e+00       2.451035560681e+05       1.387258146480e+04       4.126618012968e-02       4.663589309523e+09       7.934884586268e-01       3.514237663435e+10       1.035651697335e+08       5.178258486673e+08       8.086427757723e+09       2.695475479884e+09       3.808819787004e-08       1.622555778676e+10       6.007575319723e+10       2.165834274952e-04       6.495301625173e-02 
       3.338352467551e+05       6.758429196658e-09       1.384721562988e+00       2.417164926622e+05       1.387257186392e+04       4.155501986005e-02       4.631167323891e+09       7.990253973313e-01       3.417535449618e+10       1.014203595099e+08       5.071017975495e+08       7.863911380264e+09       2.621303360152e+09       3.808819787004e-08       1.577907479139e+10       5.842686282490e+10       2.166816406179e-04       6.502980314161e-02 
       3.315145952916e+05       6.853213195281e-09       1.394389309287e+00       2.383762941351e+05       1.387256219617e+04       4.184588113862e-02       4.598970714682e+09       8.046008502761e-01       3.323494204789e+10       9.931996754017e+07       4.965998377008e+08       7.647518018443e+09       2.549172245547e+09       3.808819787004e-08       1.534487773403e+10       5.682325760561e+10       2.167800149072e-04       6.510725326448e-02 
       3.292100754698e+05       6.949325335113e-09       1.404124376171e+00       2.350823116262e+05       1.387255246110e+04       4.213877811160e-02       4.566997915231e+09       8.102150836546e-01       3.232040706914e+10       9.726307394174e+07       4.863153697087e+08       7.437079184901e+09       2.479025973620e+09       3.808819787004e-08       1.492262854184e+10       5.526369323954e+10       2.168785515490e-04       6.518537091364e-02 
       3.269215751534e+05       7.046784202020e-09       1.413927229956e+00       2.318339052613e+05       1.387254265825e+04       4.243372502416e-02       4.535247369760e+09       8.158683654764e-01       3.143103748813e+10       9.524877788239e+07       4.762438894119e+08       7.232431028540e+09       2.410809927337e+09       3.808819787004e-08       1.451199844472e+10       5.374695962869e+10       2.169772517377e-04       6.526416040902e-02 
       3.246489829853e+05       7.145608641449e-09       1.423798340153e+00       2.286304440281e+05       1.387253278714e+04       4.273073622113e-02       4.503717533307e+09       8.215609655789e-01       3.056614082710e+10       9.327619718567e+07       4.663809859283e+08       7.033414206953e+09       2.344470992565e+09       3.808819787004e-08       1.411266771933e+10       5.227187993650e+10       2.170761166767e-04       6.534362609739e-02 
       3.223921883825e+05       7.245817762033e-09       1.433738179489e+00       2.254713056542e+05       1.387252284730e+04       4.302982614769e-02       4.472406871650e+09       8.272931556401e-01       2.972504366320e+10       9.134446794458e+07       4.567223397229e+08       6.839873762355e+09       2.279957516709e+09       3.808819787004e-08       1.372432544018e+10       5.083730967341e+10       2.171751475780e-04       6.542377235243e-02 
       3.201510815309e+05       7.347430939263e-09       1.443747223930e+00       2.223558764851e+05       1.387251283826e+04       4.333100935006e-02       4.441313861231e+09       8.330652091902e-01       2.890709110417e+10       8.945274414323e+07       4.472637207162e+08       6.651659000936e+09       2.217219268501e+09       3.808819787004e-08       1.334666923748e+10       4.944213580744e+10       2.172743456625e-04       6.550460357495e-02 
       3.179255533795e+05       7.450467819200e-09       1.453825952705e+00       2.192835513653e+05       1.387250275953e+04       4.363430047621e-02       4.410436989084e+09       8.388774016241e-01       2.811164627838e+10       8.760019728628e+07       4.380009864314e+08       6.468623375522e+09       2.156207398884e+09       3.808819787004e-08       1.297940506177e+10       4.808527589939e+10       2.173737121602e-04       6.558612419296e-02 
       3.157154956356e+05       7.554948322243e-09       1.463974848324e+00       2.162537335208e+05       1.387249261063e+04       4.393971427658e-02       4.379774752759e+09       8.447300102141e-01       2.733808983902e+10       8.578601603612e+07       4.289300801806e+08       6.290624371481e+09       2.096874402981e+09       3.808819787004e-08       1.262224695495e+10       4.676567726167e+10       2.174732483100e-04       6.566833866182e-02 
